timestamp,open,high,low,close,volume,hv,iv
2026-01-23 13:26:00,3.97,3.98,3.96,3.96,1131,1.2636,0.0000
2026-01-23 13:27:00,3.98,3.98,3.98,3.98,2070,1.0411,0.0000
2026-01-23 13:28:00,3.96,3.98,3.96,3.98,7795,1.4589,0.0000
2026-01-23 13:29:00,3.98,3.98,3.98,3.98,1503,1.3003,0.0000
2026-01-23 13:30:00,3.96,3.98,3.96,3.97,2204,1.2905,0.0000
