timestamp,open,high,low,close,volume,hv,iv
2026-01-23 13:26:00,276.43,276.43,276.08,276.33,2191,0.1443,0.0000
2026-01-23 13:27:00,276.33,276.33,276.08,276.33,253,0.1822,0.0000
2026-01-23 13:28:00,276.33,277.00,276.33,277.00,2492,0.1114,0.0000
2026-01-23 13:29:00,277.97,278.00,277.37,277.50,1616,0.3379,0.0000
2026-01-23 13:30:00,277.50,277.50,277.10,277.35,548,0.1319,0.0000
