CompanyName,Symbol,Sector,Keyword,Index
Siemens Energy India Limited,ENRIN,NS,"ENRIN, Siemens Energy, Siemens Energy India, siemens energy india, siemens energy india limited, Siemens IN","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Entero Healthcare Solu L,ENTERO,NS,"ENTERO, Entero Healthcare, Entero Healthcare Solu, entero healthcare solu l, Entero Healthcare Solutions",NI
Epack Durable Limited,EPACK,NS,"EPACK, Epack Durable, epack durable, epack durable limited, Epack Durable Ltd",NI
Epack Prefab Techn Limited,EPACKPEB,NS,"Epack Prefab, Epack Prefab Tech, epack prefab techn, epack prefab techn limited, Epack Prefab Technologies, EPACKPEB",NI
Epigral Limited,EPIGRAL,NS,"Epigral, EPIGRAL, epigral, epigral limited",NI
Epl Limited,EPL,NS,"EPL, epl, Epl, epl limited",NI
Equitas Small Fin Bnk Limited,EQUITASBNK,NS,"Equitas Bank, equitas small fin bnk, Equitas Small Fin Bnk, equitas small fin bnk limited, Equitas Small Finance Bank, EQUITASBNK",NI
Eris Lifesciences Limited,ERIS,NIFTY500 HEALTHCARE,"ERIS, eris lifesciences, Eris Lifesciences, eris lifesciences limited",NIFTY 500
Esab India Limited,ESABINDIA,NS,"esab india, Esab India, esab india limited, ESABINDIA",NI
Esaf Small Finance Bank L,ESAFSFB,NS,"Esaf SFB, Esaf Small Finance Bank, esaf small finance bank l, ESAFSFB",NI
Escorts Kubota Limited,ESCORTS,NS,"ESCORTS, Escorts Kubota, escorts kubota, escorts kubota limited",NIFTY 500
Integra Essentia Limited,ESSENTIA,NS,"ESSENTIA, Integra Essentia, integra essentia, integra essentia limited, Integra Essentia Ltd",NI
Ester Industries Limited,ESTER,NS,"Ester, ESTER, Ester Industries, ester industries, ester industries limited",NI
Eternal Limited,ETERNAL,NS,"ETERNAL, eternal, Eternal, eternal limited, eternal ltd","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Ethos Limited,ETHOSLTD,NS,"Ethos, ethos, ethos limited, ETHOSLTD",NI
Eureka Forbes Limited,EUREKAFORB,NS,"eureka forbes, Eureka Forbes, eureka forbes limited, EUREKAFORB",NI
Euro Panel Products Limited,EUROBOND,NS,"Euro Panel Products, euro panel products, euro panel products limited, EUROBOND, Eurobond ACP Panels",NI
Euro Pratik Sales Limited,EUROPRATIK,NS,"Euro Pratik, euro pratik sales, Euro Pratik Sales, euro pratik sales limited, Euro Pratik Sales Ltd, EUROPRATIK",NI
Eveready Inds. Ind. Ltd.,EVEREADY,NS,"EVEREADY, Eveready India, eveready inds. ind., Eveready Inds. Ind., eveready inds. ind. ltd., Eveready Industries India",NI
Everest Industries Limited,EVERESTIND,NS,"Everest, Everest Industries, everest industries, everest industries limited, EVERESTIND",NI
Excel Industries Limited,EXCELINDUS,NS,"excel industries, Excel Industries, excel industries limited, Excel Industries Ltd, EXCELINDUS",NI
Excelsoft Technologies L,EXCELSOFT,NS,"EXCELSOFT, Excelsoft Tech, Excelsoft Technologies, excelsoft technologies l",NI
Exicom Tele Systems Limited,EXICOM,NS,"EXICOM, Exicom, exicom tele systems, Exicom Tele Systems, exicom tele systems limited, Exicom Tele-Systems",NI
Exide Industries Limited,EXIDEIND,NIFTY AUTO,"Exide Industries, exide industries, exide industries limited, Exide Industries Ltd, EXIDEIND","NIFTY 200, NIFTY 500"
Expleo Solutions Limited,EXPLEOSOL,NS,"expleo solutions, Expleo Solutions, expleo solutions limited, Expleo Solutions Ltd, EXPLEOSOL",NI
Fabtech Technologies Limited,FABTECH,NS,"FABTECH, Fabtech Technologies, fabtech technologies, fabtech technologies limited",NI
Fact Limited,FACT,NS,"Fact, fact, FACT, fact limited",NIFTY 500
Fairchem Organics Limited,FAIRCHEMOR,NS,"Fairchem, fairchem organics, Fairchem Organics, fairchem organics limited, FAIRCHEMOR",NI
Faze Three Limited,FAZE3Q,NS,"faze three, Faze Three, faze three limited, Faze Three Ltd, FAZE3Q",NI
Fcs Software Soln. Ltd.,FCSSOFT,NS,"Fcs Software Soln., fcs software soln., fcs software soln. ltd., Fcs Software Solutions, FCSSOFT",NI
Fdc Limited,FDC,NS,"fdc, Fdc, FDC, fdc limited",NI
Federal Bank Limited,FEDERALBNK,"NIFTY MIDSMALL FINANCIAL SERVICES, NIFTY PRIVATE BANK","federal bank, Federal Bank, federal bank limited, FEDERALBNK, the federal bank, the federal bank ltd","NIFTY 200, NIFTY 500, NIFTY BANK"
Fedbank Financial Ser L,FEDFINA,NS,"Fedbank Financial Ser, fedbank financial ser l, Fedbank Financial Services, FEDFINA",NI
Fiberweb India Limited,FIBERWEB,NS,"FIBERWEB, Fiberweb (India), Fiberweb India, fiberweb india, fiberweb india limited",NI
Fiem Industries Limited,FIEMIND,NS,"Fiem, Fiem Industries, fiem industries, fiem industries limited, FIEMIND",NI
Filatex India Limited,FILATEX,NS,"Filatex, FILATEX, Filatex India, filatex india, filatex india limited",NI
Filatex Fashions Limited,FILATFASH,NS,"Filatex Fashions, filatex fashions, filatex fashions limited, FILATFASH",NI
Finolex Cables Limited,FINCABLES,NS,"FINCABLES, finolex cables, Finolex Cables, finolex cables limited",NIFTY 500
Fine Organic Ind. Ltd.,FINEORG,NS,"Fine Organic, fine organic ind., Fine Organic Ind., fine organic ind. ltd., Fine Organic Industries, FINEORG",NI
Finkurve Financial Serv L,FINKURVE,NS,"FINKURVE, Finkurve Financial Serv, finkurve financial serv l, Finkurve Financial Servives",NI
Fino Payments Bank Limited,FINOPB,NS,"Fino Payments Bank, fino payments bank, fino payments bank limited, FINOPB",NI
Finolex Industries Limited,FINPIPE,NS,"finolex industries, Finolex Industries, finolex industries limited, FINPIPE",NIFTY 500
Brainbees Solutions Limited,FIRSTCRY,NS,"Brainbees Solutions, brainbees solutions, brainbees solutions limited, FirstCry, FIRSTCRY",NIFTY 500
Fischer Medical Venture L,FISCHER,NS,"FISCHER, Fischer Medical Venture, fischer medical venture l",NI
Five-Star Bus Fin Limited,FIVESTAR,NS,"Five-Star Bus Fin, five-star bus fin, five-star bus fin limited, Five-Star Business Finance, FIVESTAR",NIFTY 500
Flair Writing Indust Limited,FLAIR,NS,"Flair, FLAIR, flair writing indust, flair writing indust limited, Flair Writing Industries",NI
Flexituff Ventures Int L,FLEXITUFF,NS,"FLEXITUFF, Flexituff Ventures Int, flexituff ventures int l, Flexituff Ventures International",NI
Gujarat Fluorochem Limited,FLUOROCHEM,NIFTY CHEMICALS,"FLUOROCHEM, Gujarat Fluorochem, gujarat fluorochem, gujarat fluorochem limited",NIFTY 500
Federal-Mogul Goetze (Ind,FMGOETZE,NS,"Federal-Mogul Goetze, federal-mogul goetze (ind, Federal-Mogul Goetze (India), FMGOETZE",NI
Focus Lightg & Fixtrs Limited,FOCUS,NS,"FOCUS, Focus Lightg & Fixtrs, focus lightg & fixtrs, focus lightg & fixtrs limited, Focus Lighting & Fixtures",NI
Foods & Inns Limited,FOODSIN,NS,"Foods & Inns, foods & inns, foods & inns limited, Foods and Inns, FOODSIN",NI
Force Motors Limited,FORCEMOT,NS,"force motors, Force Motors, force motors limited, FORCEMOT",NIFTY 500
Fortis Healthcare Limited,FORTIS,"NIFTY HEALTHCARE INDEX, NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","FORTIS, fortis healthcare, Fortis Healthcare, fortis healthcare limited","NIFTY 200, NIFTY 500"
Foseco India Limited,FOSECOIND,NS,"Foseco India, foseco india, foseco india limited, FOSECOIND",NI
Firstsource Solu. Ltd.,FSL,NS,"Firstsource, Firstsource Solu., firstsource solu., firstsource solu. ltd., Firstsource Solutions, FSL",NIFTY 500
Fusion Finance Limited,FUSION,NS,"FUSION, fusion finance, Fusion Finance, fusion finance limited",NI
Gabriel India Limited,GABRIEL,NS,"GABRIEL, Gabriel India, gabriel india, gabriel india limited",NI
Gujarat Ambuja Exports Lt,GAEL,NS,"GAEL, Gujarat Ambuja Exports, gujarat ambuja exports lt",NI
Gail (India) Limited,GAIL,NIFTY OIL & GAS,"GAIL, Gail (India), gail (india), gail (india) limited, Gail Gas","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Gala Precision Eng Limited,GALAPREC,NS,"gala precision eng, Gala Precision Eng, gala precision eng limited, Gala Precision Engineering, GALAPREC",NI
Galaxy Surfactants Limited,GALAXYSURF,NS,"galaxy surfactants, Galaxy Surfactants, galaxy surfactants limited, GALAXYSURF",NI
Gallantt Ispat Limited,GALLANTT,NS,"GALLANTT, Gallantt Group, gallantt ispat, Gallantt Ispat, gallantt ispat limited",NI
Gandhar Oil Refine Ind L,GANDHAR,NS,"GANDHAR, gandhar oil refine ind l, Gandhar Oil Refinery India, Gandhar Oil Refinery India Ltd",NI
Gandhi Spl. Tubes Limited,GANDHITUBE,NS,"Gandhi Special Tubes, Gandhi Special Tubes ltd, gandhi spl. tubes, gandhi spl. tubes limited, GANDHITUBE",NI
Ganesha Ecosphere Limited,GANECOS,NS,"GANECOS, Ganesha Ecosphere, ganesha ecosphere, ganesha ecosphere limited",NI
Ganesh Benzoplast Limited,GANESHBE,NS,"ganesh benzoplast, Ganesh Benzoplast, ganesh benzoplast limited, GANESHBE",NI
Ganesh Consumer Product L,GANESHCP,NS,"Ganesh Consumer, Ganesh Consumer Product, ganesh consumer product l, GANESHCP",NI
Ganesh Housing Limited,GANESHHOU,NS,"ganesh housing, Ganesh Housing, ganesh housing limited, GANESHHOU",NI
Ganga Forging Limited,GANGAFORGE,NS,"ganga forging, Ganga Forging, ganga forging limited, GANGAFORGE",NI
Ganges Securities Limited,GANGESSECU,NS,"Ganges Securities, ganges securities, ganges securities limited, GANGESSECU",NI
Garware Tech Fibres Limited,GARFIBRES,NS,"GARFIBRES, Garware Tech Fibres, garware tech fibres, garware tech fibres limited, Garware Technical Fibres",NI
Garuda Construct N Eng L,GARUDA,NS,"GARUDA, Garuda Construct N Eng, garuda construct n eng l, Garuda Construction and Engineering",NI
Gacm Technologies Limited,GATECH,NS,"Gacm Tech, Gacm Techno, gacm technologies, Gacm Technologies, gacm technologies limited, GATECH",NI
Gacm Technologies Limited,GATECHDVR,NS,"Gacm Tech, Gacm Techno, gacm technologies, Gacm Technologies, gacm technologies limited, GATECHDVR",NI
Gateway Distriparks Limited,GATEWAY,NS,"GATEWAY, Gateway Distriparks, gateway distriparks, gateway distriparks limited",NI
Geecee Ventures Limited,GEECEE,NS,"GEECEE, geecee ventures, Geecee Ventures, geecee ventures limited",NI
Gem Aromatics Limited,GEMAROMA,NS,"gem aromatics, Gem Aromatics, gem aromatics limited, GEMAROMA",NI
Generic Eng Cons Proj Limited,GENCON,NS,"GENCON, generic eng cons proj, Generic Eng Cons Proj, generic eng cons proj limited, Generic Engineering Construction & Projects, Generic Engineering Construction & Projects Limited",NI
Genesys Intl Corpn Limited,GENESYS,NS,"Genesys, GENESYS, Genesys International Corporation, Genesys International Corporation Limited, Genesys Intl Corpn, genesys intl corpn, genesys intl corpn limited",NI
Genus P&B Limited,GENUSPAPER,NS,"Genus P&B, genus p&b, genus p&b limited, Genus Paper & Boards, Genus Paper & Boards Limited, GENUSPAPER",NI
Genus Power Infrastru Limited,GENUSPOWER,NS,"genus power infrastru, genus power infrastru limited, Genus Power Infrastructure, Genus Power Infrastructure Limited, GENUSPOWER",NI
Geojit Financial Ser L,GEOJITFSL,NS,"Geojit, geojit financial ser l, Geojit Financial Services, GEOJITFSL",NI
The Ge Shpg.Ltd,GESHIP,NS,"GE Shipping Company ltd, GESHIP, The Ge Shpg, the ge shpg., the ge shpg.ltd, The Great Eastern Shipping Company Limited",NIFTY 500
Gfl Limited,GFLLIMITED,NS,"gfl, Gfl, gfl limited, GFLLIMITED, Gujarat Fluorochemicals, Gujarat Fluorochemicals Limited",NI
Ghcl Limited,GHCL,NS,"GHCL, ghcl, Ghcl, ghcl limited, Gujarat Heavy Chemicals ltd",NI
Ghcl Textiles Limited,GHCLTEXTIL,NS,"Ghcl Textiles, ghcl textiles, ghcl textiles limited, GHCLTEXTIL",NI
Gic Housing Finance Limited,GICHSGFIN,NS,"gic housing finance, Gic Housing Finance, gic housing finance limited, GICHSGFIN",NI
General Ins Corp of India,GICRE,NS,"general ins corp of india, General Insurance, General Insurance Corporation of India, GIC of India, GICRE",NIFTY 500
Gillanders Arbuthnot Limited,GILLANDERS,NS,"GILLANDERS, Gillanders Arbuthnot, gillanders arbuthnot, Gillanders Arbuthnot & Co. ltd, Gillanders Arbuthnot and Corporation Limited, gillanders arbuthnot limited",NI
Gillette India Limited,GILLETTE,NS,"GILLETTE, Gillette, Gillette India, gillette india, gillette india limited",NIFTY 500
Ginni Filaments Limited,GINNIFILA,NS,"ginni filaments, Ginni Filaments, ginni filaments limited, GINNIFILA",NI
Guj Ind Pow Co. Limited,GIPCL,NS,"GIPCL, guj ind pow co., guj ind pow co. limited, Gujarat Industries Power Co, Gujarat Industries Power Company, Gujarat Industries Power Company Limited",NI
Gk Energy Limited,GKENERGY,NS,"gk energy, Gk Energy, gk energy limited, GKENERGY",NI
Gkw Limited,GKWLIMITED,NS,"Gkw, gkw, gkw limited, GKWLIMITED",NI
Gland Pharma Limited,GLAND,"NIFTY MIDSMALL HEALTHCARE, NIFTY PHARMA, NIFTY500 HEALTHCARE","GLAND, gland pharma, Gland Pharma, gland pharma limited",NIFTY 500
Glaxosmithkline Pharma Lt,GLAXO,"NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","GLAXO, Glaxosmithkline Pharma, glaxosmithkline pharma lt",NIFTY 500
Glenmark Pharmaceuticals,GLENMARK,"NIFTY HEALTHCARE INDEX, NIFTY MIDSMALL HEALTHCARE, NIFTY PHARMA, NIFTY500 HEALTHCARE","GLENMARK, Glenmark Pharmaceuticals, glenmark pharmaceuticals","NIFTY 200, NIFTY 500"
Global Education Limited,GLOBAL,NS,"GLOBAL, global education, Global Education, global education limited",NI
Globale Tessile Limited,GLOBALE,NS,"GLOBALE, globale tessile, Globale Tessile, globale tessile limited",NI
Global Vec Helicorp Limited,GLOBALVECT,NS,"Global Vec Helicorp, global vec helicorp, global vec helicorp limited, Global Vectra Helicorp, Global Vectra Helicorp Limited, GLOBALVECT",NI
Globe Enterprise (I) Limited,GLOBE,NS,"GLOBE, Globe Enterprise, Globe Enterprise (I), globe enterprise (i), globe enterprise (i) limited, Globe Enterprise (India), Globe Enterprise (India) Limited",NI
Globe Civil Projects Limited,GLOBECIVIL,NS,"globe civil projects, Globe Civil Projects, globe civil projects limited, GLOBECIVIL",NI
Globus Spirits Limited,GLOBUSSPR,NS,"globus spirits, Globus Spirits, globus spirits limited, GLOBUSSPR",NI
Gloster Limited,GLOSTERLTD,NS,"gloster, Gloster, gloster limited, GLOSTERLTD",NI
Glottis Limited,GLOTTIS,NS,"Glottis, GLOTTIS, glottis, glottis limited",NI
G M Breweries Limited,GMBREW,NS,"g m breweries, G M Breweries, g m breweries limited, G.M. Breweries, G.M. Breweries Limited, GMBREW",NI
Gujarat Mineral Dev Corp,GMDCLTD,NS,"GMDCLTD, gujarat mineral dev, gujarat mineral dev corp, Gujarat Mineral Development Co, Gujarat Mineral Development Corporation",NIFTY 500
Gmm Pfaudler Limited,GMMPFAUDLR,NS,"Gmm Pfaudler, gmm pfaudler, gmm pfaudler limited, GMMPFAUDLR",NI
Gmr Airports Limited,GMRAIRPORT,NS,"Gmr Airports, gmr airports, gmr airports limited, GMRAIRPORT","NIFTY 200, NIFTY 500"
Gmr Pow & Urban Infra L,GMRP&UI,NS,"Gmr Pow & Urban Infra, gmr pow & urban infra l, GMR Power and Urban Infra Limited, GMRP&UI",NI
Gna Axles Limited,GNA,NS,"GNA, Gna Axles, gna axles, gna axles limited",NI
Guj Nar Val Fer & Chem L,GNFC,NS,"GNFC, guj nar val fer & chem l, Gujarat Narmada Valley Fertilizers & Chemicals, Gujarat Narmada Valley Fertilizers & Chemicals Limited",NI
Goa Carbon Limited,GOACARBON,NS,"Goa Carbon, goa carbon, goa carbon limited, GOACARBON",NI
Gocl Corporation Limited,GOCLCORP,NS,"Gocl Co ltd, gocl corporation, gocl corporation limited, GOCLCORP",NI
Go Fashion India Limited,GOCOLORS,NS,"Go Fashion, Go Fashion India, go fashion india, go fashion india limited, GOCOLORS",NI
Godavari Biorefineries L,GODAVARIB,NS,"Godavari Biorefineries, godavari biorefineries l, GODAVARIB",NI
Godfrey Phillips India Lt,GODFRYPHLP,NS,"Godfrey Phillips, Godfrey Phillips India, godfrey phillips india lt, GODFRYPHLP","NIFTY 200, NIFTY 500"
Go Digit General Ins Limited,GODIGIT,NS,"go digit general ins, Go Digit General Ins, go digit general ins limited, Go Digit General Insurance, GODIGIT",NIFTY 500
Godrej Agrovet Limited,GODREJAGRO,NS,"Godrej Agrovet, godrej agrovet, godrej agrovet limited, GODREJAGRO",NIFTY 500
Godrej Consumer Products,GODREJCP,NIFTY FMCG,"Godrej Consumer, godrej consumer products, GODREJCP","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Godrej Industries Limited,GODREJIND,NS,"godrej industries, Godrej Industries, godrej industries limited, GODREJIND",NIFTY 500
Godrej Properties Limited,GODREJPROP,NIFTY REALTY,"Godrej Properties, godrej properties, godrej properties limited, GODREJPROP","NIFTY 200, NIFTY 500"
Gokaldas Exports Ltd.,GOKEX,NS,"gokaldas exports, Gokaldas Exports, gokaldas exports ltd., GOKEX",NI
Gokul Refoils & Solv Limited,GOKUL,NS,"GOKUL, Gokul Group, gokul refoils & solv, gokul refoils & solv limited, Gokul Refoils & Solvent Limited",NI
Gokul Agro Resources Limited,GOKULAGRO,NS,"gokul agro resources, gokul agro resources limited, GOKULAGRO",NI
Goldiam International Limited,GOLDIAM,NS,"Goldiam, GOLDIAM, Goldiam International, goldiam international, Goldiam International Limited, goldiam international limited",NI
Aion-Tech Solutions Limited,GOLDTECH,NS,"Aion-Tech, Aion-Tech Solutions, aion-tech solutions, aion-tech solutions limited, GOLDTECH",NI
Goodluck India Limited,GOODLUCK,NS,"GOODLUCK, Goodluck, Goodluck India, goodluck india, goodluck india limited",NI
Gopal Snacks Limited,GOPAL,NS,"GOPAL, Gopal Snacks, gopal snacks, gopal snacks limited",NI
Goyal Aluminiums Limited,GOYALALUM,NS,"goyal aluminiums, Goyal Aluminiums, goyal aluminiums limited, GOYALALUM",NI
Godawari Pow & Isp Limited,GPIL,NS,"godawari pow & isp, Godawari Pow & Isp, godawari pow & isp limited, Godawari Power & Ispat, Godawari Power & Ispat Limited, GPIL",NIFTY 500
Gujarat Pipavav Port Limited,GPPL,NS,"GPPL, gujarat pipavav port, Gujarat Pipavav Port, gujarat pipavav port limited",NI
Gpt Healthcare Limited,GPTHEALTH,NS,"gpt healthcare, Gpt Healthcare, gpt healthcare limited, GPTHEALTH",NI
Gpt Infraprojects Limited,GPTINFRA,NS,"gpt infraprojects, Gpt Infraprojects, gpt infraprojects limited, GPTINFRA",NI
Granules India Limited,GRANULES,"NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","GRANULES, Granules, granules india, Granules India, granules india limited",NIFTY 500
Graphite India Limited,GRAPHITE,NS,"GRAPHITE, Graphite, graphite india, Graphite India, graphite india limited",NIFTY 500
Grasim Industries Limited,GRASIM,NS,"GRASIM, Grasim, Grasim Industries, grasim industries, grasim industries limited, grasim industries ltd","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Gravita India Limited,GRAVITA,NS,"Gravita, GRAVITA, gravita india, Gravita India, gravita india limited",NIFTY 500
Greaves Cotton Ltd.,GREAVESCOT,NS,"Greaves Cotton, greaves cotton, greaves cotton ltd., GREAVESCOT",NI
Greenlam Industries Ltd.,GREENLAM,NS,"GREENLAM, Greenlam, Greenlam Industries, greenlam industries, greenlam industries ltd.",NI
Greenpanel Industries Limited,GREENPANEL,NS,"Greenpanel, GREENPANEL, Greenpanel Industries, greenpanel industries, greenpanel industries limited",NI
Greenply Industries Limited,GREENPLY,NS,"Greenply, GREENPLY, greenply industries, Greenply Industries, greenply industries limited",NI
Orient Green Power Co Limited,GREENPOWER,NS,"GREENPOWER, Orient Green Power Co, orient green power co, orient green power co limited, Orient Green Power Corporation",NI
Grindwell Norton Limited,GRINDWELL,NS,"GRINDWELL, Grindwell Norton, grindwell norton, grindwell norton limited",NI
G R Infraprojects Limited,GRINFRA,NS,"G R Infraprojects, g r infraprojects, g r infraprojects limited, GR Infra, GRINFRA",NI
Grm Overseas Limited,GRMOVER,NS,"Grm Overseas, grm overseas, grm overseas limited, GRMOVER",NI
The Grob Tea Company Limited,GROBTEA,NS,"GROBTEA, The Grob Tea, the grob tea company, The Grob Tea Company, the grob tea company limited",NI
Billionbrains Garage Vn L,GROWW,NS,"Billionbrains Garage Ventures, Billionbrains Garage Ventures ltd, Billionbrains Garage Vn, billionbrains garage vn l, GROWW",NI
Grp Limited,GRPLTD,NS,"grp, Grp, grp limited, Grp ltd., GRPLTD",NI
Garden Reach Ship&Eng Limited,GRSE,NS,"garden reach ship&eng, Garden Reach Ship&Eng, garden reach ship&eng limited, Garden Reach Shipbuilders & Engineers, Garden Reach Shipbuilders & Engineers Limited, GRSE",NIFTY 500
Garware Hi-Tech Films Limited,GRWRHITECH,NS,"Garware Hi-Tech Films, garware hi-tech films, garware hi-tech films limited, GRWRHITECH",NI
Guj State Fert & Chem Limited,GSFC,NS,"GSFC, guj state fert & chem, Guj State Fert & Chem, guj state fert & chem limited, Gujarat State Fertilizers & Chemicals, Gujarat State Fertilizers & Chemicals Limited",NI
Global Surfaces Limited,GSLSU,NS,"global surfaces, Global Surfaces, global surfaces limited, GSLSU",NI
Gujarat State Petro Limited,GSPL,NIFTY OIL & GAS,"GSPL, Gujarat State Petro, gujarat state petro, gujarat state petro limited, Gujarat State Petroleum Corporation, Gujarat State Petroleum Corporation Limited",NIFTY 500
Gss Infotech Limited,GSS,NS,"GSS, Gss Infotech, gss infotech, gss infotech limited",NI
G-Tec Jainx Education Limited,GTECJAINX,NS,"g-tec jainx education, G-Tec Jainx Education, g-tec jainx education limited, GTECJAINX",NI
Gtl Limited,GTL,NS,"Gtl, gtl, GTL, gtl limited",NI
Gtl Infra.Ltd,GTLINFRA,NS,"Gtl Infra, gtl infra., gtl infra.ltd, Gtl Infrastructure, Gtl Infrastructure Limited, GTLINFRA",NI
Gtpl Hathway Limited,GTPL,NS,"GTPL, Gtpl, Gtpl Hathway, gtpl hathway, gtpl hathway limited, Hathway",NI
Gufic Biosciences Ltd.,GUFICBIO,NS,"Gufic, Gufic Biosciences, gufic biosciences, Gufic Biosciences Limited, gufic biosciences ltd., GUFICBIO",NI
Gujarat Alkalies & Chem,GUJALKALI,NS,"GUJALKALI, gujarat alkalies & chem, Gujarat Alkalies & Chem ltd., Gujarat Alkalies & Chemicals, Gujarat Alkalies & Chemicals Limited",NI
Gujarat Gas Limited,GUJGASLTD,NIFTY OIL & GAS,"gujarat gas, Gujarat Gas, gujarat gas limited, Gujarat Gas Ltd, GUJGASLTD",NIFTY 500
Gujarat Themis Biosyn Limited,GUJTHEM,NS,"Gujarat Themis Biosyn, gujarat themis biosyn, gujarat themis biosyn limited, Gujarat Themis Biosyn Ltd, GUJTHEM",NI
Gulf Oil Lub. Ind. Ltd.,GULFOILLUB,NS,"gulf oil lub. ind., Gulf Oil Lub. Ind., gulf oil lub. ind. ltd., Gulf Oil Lubricants India, Gulf Oil Lubricants India Limited, GULFOILLUB",NI
Gp Petroleums Limited,GULFPETRO,NS,"gp petroleums, Gp Petroleums, gp petroleums limited, GULFPETRO",NI
Gulshan Polyols Limited,GULPOLY,NS,"GULPOLY, Gulshan Polyols, gulshan polyols, gulshan polyols limited",NI
Ge Power India Limited,GVPIL,NS,"Ge Power India, ge power india, ge power india limited, GVPIL",NI
Gvp Infotech Limited,GVPTECH,NS,"Gvp Infotech, gvp infotech, gvp infotech limited, GVPTECH",NI
Ge Vernova T&D India Limited,GVT&D,NS,"Ge Vernova, Ge Vernova T&D India, ge vernova t&d india, ge vernova t&d india limited, Ge Vernova TD India, GVT&D",NIFTY 500
Hindustan Aeronautics Limited,HAL,NS,"HAL, Hindustan Aeronautics, hindustan aeronautics, hindustan aeronautics limited","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Haleos Labs Limited,HALEOSLABS,NS,"Haleos Labs, haleos labs, haleos labs limited, HALEOSLABS, SMS Life, SMS Lifesciences, SMS Lifesciences India Ltd",NI
Happiest Minds Techno Limited,HAPPSTMNDS,NS,"Happiest Minds, happiest minds techno, Happiest Minds Techno, happiest minds techno limited, Happiest Minds Technologies, HAPPSTMNDS",NIFTY 500
Happy Forgings Limited,HAPPYFORGE,NS,"happy forgings, Happy Forgings, happy forgings limited, Happy Forgings ltd, HAPPYFORGE",NI
Hardwyn India Limited,HARDWYN,NS,"Hardwyn, HARDWYN, Hardwyn India, hardwyn india, hardwyn india limited, Hardwyn India ltd",NI
Hariom Pipe Industries L,HARIOMPIPE,NS,"Hariom Pipe Industries, hariom pipe industries l, Hariom Pipes, Hariom Pipes ltd, HARIOMPIPE",NI
Harrison Malayalam Limited,HARRMALAYA,NS,"harrison malayalam, Harrison Malayalam, harrison malayalam limited, Harrison Malayalam Ltd, HARRMALAYA",NI
Harsha Engineers Int Limited,HARSHA,NS,"HARSHA, harsha engineers int, harsha engineers int limited, Harsha Engineers Internatioinal Limited, Harsha Engineers International Limited-Moraiya Division",NI
Hathway Cable & Datacom,HATHWAY,NIFTY MEDIA,"HATHWAY, Hathway, hathway cable & datacom, Hathway Cable & Datacom ltd",NI
Hatsun Agro Product Ltd.,HATSUN,NS,"HAP, HATSUN, Hatsun, Hatsun Agro, hatsun agro product, Hatsun Agro Product, hatsun agro product ltd.",NI
Havells India Limited,HAVELLS,NIFTY CONSUMER DURABLES,"HAVELLS, Havells, Havells India, havells india, havells india limited","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Sri Havisha Hosp & Infr L,HAVISHA,NS,"HAVISHA, sri havisha hosp & infr l, Sri Havisha Hosp & Infra, Sri Havisha Hospitality & Infrastructure, Sri HavishaSri Havisha",NI
Hbl Engineering Limited,HBLENGINE,NS,"Hbl, hbl engineering, Hbl Engineering, hbl engineering limited, HBLENGINE",NIFTY 500
Hindustan Construction Co,HCC,NS,"HCC, Hindustan Construction, hindustan construction, hindustan construction co, Hindustan Construction Corporation",NI
Healthcare Glob. Ent. Limited,HCG,NS,"HCG, Healthcare Glob. Ent., healthcare glob. ent., healthcare glob. ent. limited, Healthcare Global, Healthcare Global Enterprises",NI
Hcl Infosystems Limited,HCL-INSYS,NS,"hcl infosystems, Hcl Infosystems, hcl infosystems limited, HCL-INSYS",NI
Hcl Technologies Limited,HCLTECH,NIFTY IT,"hcl technologies, Hcl Technologies, hcl technologies limited, hcl technologies ltd, HCLTECH","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Hdb Financial Services L,HDBFS,NS,"Hdb Financial Services, hdb financial services l, HDBFS",NI
Hdfc Amc Limited,HDFCAMC,"NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","hdfc amc, Hdfc Amc, hdfc amc limited, hdfc asset management, HDFCAMC","NIFTY 200, NIFTY 500"
Hdfc Bank Limited,HDFCBANK,"NIFTY FINANCIAL SERVICES 25/50, NIFTY PRIVATE BANK","hdfc bank, Hdfc Bank, hdfc bank limited, hdfc bank ltd, HDFCBANK","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500, NIFTY BANK, NIFTY FINANCIAL SERVICES"
