CompanyName,Symbol,Sector,Keyword,Index
Shyam Metalics & Engy L,SHYAMMETL,NS,"shyam metalics & engy l, Shyam Metalics and Energy, Shyam Metalics and Energy Limited, Shyam Metalics and Energy Ltd, SHYAMMETL",NIFTY 500
Shyam Telecom Limited,SHYAMTEL,NS,"Shyam Telecom, shyam telecom, shyam telecom limited, Shyam Telecom Ltd, SHYAMTEL",NI
Siemens Limited,SIEMENS,NS,"siemens, SIEMENS, Siemens, siemens limited, Siemens Ltd","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Sigachi Industries Limited,SIGACHI,NS,"SIGACHI, Sigachi Industries, sigachi industries, sigachi industries limited, Sigachi Industries Ltd",NI
Signet Industries Limited,SIGIND,NS,"SIGIND, Signet Industries, signet industries, signet industries limited, Signet Industries Ltd",NI
Signatureglobal India Limited,SIGNATURE,NIFTY REALTY,"SIGNATURE, Signatureglobal India, signatureglobal india, signatureglobal india limited, Signatureglobal India Ltd",NIFTY 500
Signpost India Limited,SIGNPOST,NS,"SIGNPOST, Signpost, signpost india, Signpost India, signpost india limited, Signpost India Ltd",NI
Standard Industries Ltd.,SIL,NS,"SIL, Standard Industries, standard industries, Standard Industries Limited, standard industries ltd.",NI
Sil Investments Limited,SILINV,NS,"sil investments, Sil Investments, sil investments limited, Sil Investments Ltd, SILINV",NI
Silver Touch Techno Limited,SILVERTUC,NS,"Silver Touch Techno, silver touch techno, silver touch techno limited, Silver Touch Techno Ltd, Silver Touch Technologies, Silver Touch Technologies Limited, Silver Touch Technologies Ltd, SILVERTUC",NI
Simplex Infrastructures L,SIMPLEXINF,NS,"Simplex Infrastructures, simplex infrastructures l, Simplex Infrastructures Limited, Simplex Infrastructures ltd, SIMPLEXINF",NI
Sinclairs Hotels Limited,SINCLAIR,NS,"SINCLAIR, sinclairs hotels, Sinclairs Hotels, sinclairs hotels limited, Sinclairs Hotels Ltd",NI
Sindhu Trade Links Limited,SINDHUTRAD,NS,"Sindhu Trade Links, sindhu trade links, sindhu trade links limited, Sindhu Trade Links Ltd, SINDHUTRAD",NI
Sintercom India Limited,SINTERCOM,NS,"SINTERCOM, Sintercom India, sintercom india, sintercom india limited, Sintercom India Ltd",NI
Sirca Paint India Limited,SIRCA,NS,"SIRCA, Sirca Paint, Sirca Paint India, sirca paint india, sirca paint india limited, Sirca Paint India Ltd",NI
Sis Limited,SIS,NS,"sis, SIS, Sis, sis limited, Sis Ltd",NI
Siyaram Silk Mills Limited,SIYSIL,NS,"Siyaram Silk Mills, siyaram silk mills, siyaram silk mills limited, Siyaram Silk Mills Ltd, SIYSIL",NI
Sjs Enterprises Limited,SJS,NS,"SJS, Sjs Enterprises, sjs enterprises, sjs enterprises limited, Sjs Enterprises Ltd",NI
Sjvn Limited,SJVN,NS,"SJVN, sjvn, Sjvn, sjvn limited, Sjvn Ltd",NIFTY 500
Skf India Limited,SKFINDIA,NS,"Skf India, skf india, SKF India (Industrial) Ltd, skf india limited, Skf India Ltd, SKFINDIA",NIFTY 500
Skipper Limited,SKIPPER,NS,"SKIPPER, skipper, Skipper, skipper limited, Skipper Ltd",NI
Skm Egg Prod Export(I) Lt,SKMEGGPROD,NS,"skm egg prod export(i) lt, SKM Egg Products, SKM Egg Products Export, SKM Egg Products Export (India) Limited, SKM Egg Products Export (India) Ltd, SKM Egg Products Export India, SKM Egg Products Export India Limited, SKM Egg Products Export India Ltd, SKMEGGPROD",NI
Sky Gold & Diamonds Limited,SKYGOLD,NS,"sky gold & diamonds, Sky Gold & Diamonds, Sky Gold & Diamonds Company, sky gold & diamonds limited, Sky Gold & Diamonds Ltd, SKYGOLD",NI
Smartlink Holdings Limited,SMARTLINK,NS,"SMARTLINK, smartlink holdings, Smartlink Holdings, smartlink holdings limited, Smartlink Holdings Ltd",NI
Smartworks Coworking Sp L,SMARTWORKS,NS,"SMARTWORKS, Smartworks Coworking, Smartworks Coworking Sp, smartworks coworking sp l, Smartworks Coworking Sp Limited, Smartworks Coworking Sp Ltd, Smartworks Coworking Spaces, Smartworks Coworking Spaces Limited, Smartworks Coworking Spaces Ltd",NI
Smc Global Securities Limited,SMCGLOBAL,NS,"Smc Global Securities, smc global securities, smc global securities limited, Smc Global Securities Ltd, SMCGLOBAL",NI
Sml Mahindra Limited,SMLMAH,NS,"Sml Mahindra, sml mahindra, sml mahindra limited, Sml Mahindra Ltd, SMLMAH",NI
Sarthak Metals Limited,SMLT,NS,"sarthak metals, Sarthak Metals, sarthak metals limited, Sarthak Metals Ltd, SMLT",NI
Sms Pharmaceuticals Ltd.,SMSPHARMA,NS,"sms pharmaceuticals, Sms Pharmaceuticals, Sms Pharmaceuticals Limited, sms pharmaceuticals ltd., SMSPHARMA",NI
Snowman Logistics Ltd.,SNOWMAN,NS,"SNOWMAN, snowman logistics, Snowman Logistics, Snowman Logistics Limited, snowman logistics ltd.",NI
Sobha Limited,SOBHA,NIFTY REALTY,"SOBHA, sobha, sobha limited, Sobha Ltd",NIFTY 500
Softtech Engineers Limited,SOFTTECH,NS,"SOFTTECH, softtech engineers, Softtech Engineers, softtech engineers limited, Softtech Engineers Ltd",NI
Solara Active Pha Sci Limited,SOLARA,NS,"SOLARA, solara active pha sci, Solara Active Pha Sci, solara active pha sci limited, Solara Active Pha Sci Ltd, Solara Active Pharma Sciences, Solara Active Pharma Sciences Limited, Solara Active Pharma Sciences Ltd",NI
Solar Industries (I) Limited,SOLARINDS,NIFTY CHEMICALS,"solar industries (i), Solar Industries (I), solar industries (i) limited, Solar Industries (I) Ltd, Solar Industries India, Solar Industries India Limited, Solar Industries India Ltd, SOLARINDS","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Solarworld Energy Sol Limited,SOLARWORLD,NS,"SOLARWORLD, Solarworld Energy, Solarworld Energy Sol, solarworld energy sol, solarworld energy sol limited, Solarworld Energy Sol Ltd, Solarworld Energy Solutions, Solarworld Energy Solutions Limited, Solarworld Energy Solutions Ltd",NI
Solex Energy Limited,SOLEX,NS,"SOLEX, Solex Energy, solex energy, solex energy limited, Solex Energy Ltd",NI
Somany Ceramics Limited,SOMANYCERA,NS,"somany ceramics, Somany Ceramics, somany ceramics limited, Somany Ceramics Ltd, SOMANYCERA",NI
Somi Conveyor Belt. Ltd.,SOMICONVEY,NS,"Somi Conveyor Belt, somi conveyor belt., Somi Conveyor Belt. Limited, somi conveyor belt. ltd., Somi Conveyor Beltings, Somi Conveyor Beltings Ltd, Somi ConveyorSomi Conveyor Beltings Limited, SOMICONVEY",NI
Sona Blw Precision Frgs L,SONACOMS,NIFTY AUTO,"Sona Blw Precision Frgs, sona blw precision frgs l, Sona Blw Precision Frgs Limited, Sona Blw Precision Frgs Ltd, SONACOMS","NIFTY 200, NIFTY 500"
Sonam Limited,SONAMLTD,NS,"sonam, sonam limited, Sonam Ltd, SONAMLTD",NI
Sonata Software Limited,SONATSOFTW,NIFTY MIDSMALL IT & TELECOM,"Sonata Software, sonata software, sonata software limited, Sonata Software Ltd, SONATSOFTW",NIFTY 500
Savita Oil Technolo. Limited,SOTL,NS,"Savita Oil Tech, Savita Oil Technolo, savita oil technolo., savita oil technolo. limited, Savita Oil Technolo. Ltd, Savita Oil Technologies, Savita Oil Technologies Limited, Savita Oil Technologies Ltd, SOTL",NI
The South Indian Bank Limited,SOUTHBANK,NS,"SOUTHBANK, The South Indian Bank, the south indian bank, the south indian bank limited, The South Indian Bank Ltd",NI
South West Pinnacle Limited,SOUTHWEST,NS,"South West Pinnacle, south west pinnacle, south west pinnacle limited, South West Pinnacle Ltd, SOUTHWEST",NI
S. P. Apparels Limited,SPAL,NS,"S. P. Apparels, s. p. apparels, s. p. apparels limited, S. P. Apparels Ltd, SPAL",NI
Spandana Sphoorty Fin Limited,SPANDANA,NS,"SPANDANA, Spandana Sphoorty, spandana sphoorty fin, Spandana Sphoorty Fin, spandana sphoorty fin limited, Spandana Sphoorty Fin Ltd, Spandana Sphoorty Financial, Spandana Sphoorty Financial Limited, Spandana Sphoorty Financial Ltd",NI
Sun Pharma Adv.Res.Co.Ltd,SPARC,NS,"SPARC, Sun Pharma Adv. Res, Sun Pharma Adv.Res.Co., sun pharma adv.res.co., Sun Pharma Adv.Res.Co.Limited, sun pharma adv.res.co.ltd, Sun Pharma Advanced Research Company, Sun Pharma Advanced Research Company Limited, Sun Pharma Advanced Research Company Ltd",NI
Speciality Rest Limited,SPECIALITY,NS,"SPECIALITY, speciality rest, Speciality Rest, speciality rest limited, Speciality Rest Ltd, Speciality Restaurants, Speciality Restaurants Limited, Speciality Restaurants Ltd",NI
Spectrum Electric Ind Limited,SPECTRUM,NS,"SPECTRUM, Spectrum Electric Ind, spectrum electric ind, spectrum electric ind limited, Spectrum Electric Ind Ltd, Spectrum Electrical Industries, Spectrum Electrical Industries Limited, Spectrum Electrical Industries Ltd",NI
Spencer S Retail Limited,SPENCERS,NS,"Spencer S Retail, spencer s retail, spencer s retail limited, Spencer S Retail Ltd, Spencer's Retail, SPENCERS, Spencers Retail, Spencers Retail Limited, Spencers Retail Ltd",NI
Spic Limited,SPIC,NS,"Southern Petrochemicals Industries, Southern Petrochemicals Industries Corporation, Southern Petrochemicals Industries Corporation Limited, Southern Petrochemicals Industries Corporation Ltd, SPIC, spic, spic limited, Spic Ltd",NI
Spl Industries Limited,SPLIL,NS,"Spl Industries, spl industries, spl industries limited, Spl Industries Ltd, SPLIL",NI
Supreme Petrochem Limited,SPLPETRO,NS,"SPLPETRO, Supreme Petrochem, supreme petrochem, supreme petrochem limited, Supreme Petrochem Ltd",NI
Spml Infra Limited,SPMLINFRA,NS,"spml infra, Spml Infra, spml infra limited, Spml Infra Ltd, SPMLINFRA",NI
Sportking India Limited,SPORTKING,NS,"SPORTKING, Sportking India, sportking india, sportking india limited, Sportking India Ltd",NI
Sreeleathers Limited,SREEL,NS,"SREEL, Sreeleathers, sreeleathers, sreeleathers limited, Sreeleathers Ltd",NI
Srf Limited,SRF,NIFTY CHEMICALS,"SRF, srf, srf limited, Srf Ltd","NIFTY 200, NIFTY 500"
Srg Housing Finance L,SRGHFL,NS,"Srg Housing Finance, srg housing finance l, Srg Housing Finance Limited, Srg Housing Finance Ltd, SRGHFL",NI
Sree Rayalseema Hhp Ltd.,SRHHYPOLTD,NS,"Sree Rayalaseema Hi Strength Hyp, Sree Rayalaseema Hi Strength Hyp Limited, Sree Rayalaseema Hi Strength Hyp Ltd, Sree Rayalaseema Hi Strength Hypo Limited, Sree Rayalaseema Hi Strength Hypo Ltd, sree rayalseema hhp, Sree Rayalseema Hhp, Sree Rayalseema Hhp Limited, sree rayalseema hhp ltd., SRHHYPOLTD",NI
Srm Contractors Limited,SRM,NS,"SRM, srm contractors, Srm Contractors, srm contractors limited, Srm Contractors Ltd",NI
Saraswati Saree Depot Limited,SSDL,NS,"saraswati saree depot, Saraswati Saree Depot, saraswati saree depot limited, Saraswati Saree Depot Ltd, SSDL",NI
Steel Strips Wheels Ltd.,SSWL,NS,"SSWL, Steel Strips Wheels, steel strips wheels, Steel Strips Wheels Limited, steel strips wheels ltd.",NI
Stanley Lifestyles Limited,STANLEY,NS,"STANLEY, Stanley Lifestyles, stanley lifestyles, stanley lifestyles limited, Stanley Lifestyles Ltd",NI
Strides Pharma Sci Limited,STAR,NS,"strides pharma sci, Strides Pharma Sci, strides pharma sci limited, Strides Pharma Sci Ltd, Strides Pharma Science, Strides Pharma Science Limited, Strides Pharma Science Ltd",NI
Star Cement Limited,STARCEMENT,NS,"Star Cement, star cement, star cement limited, Star Cement Ltd, STARCEMENT",NI
Star Health & Al Ins Co L,STARHEALTH,NS,"Star Health & Al Ins Co, star health & al ins co l, Star Health & Al Ins Co Limited, Star Health & Al Ins Co Ltd, Star Health & Allied, Star Health & Allied Insurance, Star Health & Allied Insurance Company, Star Health & Allied Insurance Company Limited, Star Health & Allied Insurance Company Ltd, STARHEALTH",NIFTY 500
Star Paper Mills Limited,STARPAPER,NS,"star paper mills, Star Paper Mills, star paper mills limited, Star Paper Mills Ltd, STARPAPER",NI
Starteck Finance Limited,STARTECK,NS,"STARTECK, Starteck Finance, starteck finance, starteck finance limited, Starteck Finance Ltd",NI
The State Trading Corpn,STCINDIA,NS,"State Trading Corporation, State Trading Corporation of India, State Trading Corporation of India Limited, STCINDIA, the state trading corpn",NI
Steelcast Limited,STEELCAS,NS,"STEELCAS, steelcast, Steelcast, steelcast limited, Steelcast Ltd",NI
Steel City Securities Limited,STEELCITY,NS,"Steel City Sec, Steel City Securities, steel city securities, steel city securities limited, Steel City Securities Ltd, STEELCITY",NI
Steel Exchange India Limited,STEELXIND,NS,"steel exchange india, Steel Exchange India, steel exchange india limited, Steel Exchange India Ltd, STEELXIND",NI
Stel Holdings Limited,STEL,NS,"STEL, Stel Holdings, stel holdings, stel holdings limited, Stel Holdings Ltd",NI
Sterling Tools Limited,STERTOOLS,NS,"sterling tools, Sterling Tools, sterling tools limited, Sterling Tools Ltd, STERTOOLS",NI
Stl Networks Limited,STLNETWORK,NS,"Stl Networks, stl networks, stl networks limited, Stl Networks Ltd, STLNETWORK",NI
Sterlite Technologies Limited,STLTECH,NS,"Sterlite Technologies, sterlite technologies, sterlite technologies limited, Sterlite Technologies Ltd, STLTECH",NI
Stove Kraft Limited,STOVEKRAFT,NS,"stove kraft, Stove Kraft, stove kraft limited, Stove Kraft Ltd, STOVEKRAFT",NI
Studds Accessories Limited,STUDDS,NS,"STUDDS, studds accessories, Studds Accessories, studds accessories limited, Studds Accessories Ltd",NI
Seshaasai Technologies L,STYL,NS,"Seshaasai Technologies, seshaasai technologies l, Seshaasai Technologies Limited, STYL",NI
Stylam Industries Limited,STYLAMIND,NS,"Stylam Industries, stylam industries, stylam industries limited, Stylam Industries Ltd, STYLAMIND",NI
Baazar Style Retail Limited,STYLEBAAZA,NS,"Baazar Style, Baazar Style Retail, baazar style retail, baazar style retail limited, Baazar Style Retail Ltd, Style Baazar, STYLEBAAZA",NI
Styrenix Performance Limited,STYRENIX,NS,"STYRENIX, Styrenix Performance, styrenix performance, styrenix performance limited, Styrenix Performance Ltd, Styrenix Performance Materials, Styrenix Performance Materials Limited, Styrenix Performance Materials Ltd",NI
Subex Limited,SUBEXLTD,NS,"Subex, subex, subex limited, Subex Ltd, SUBEXLTD",NI
Subros Limited,SUBROS,NS,"SUBROS, Subros, subros, subros limited, Subros Ltd",NI
Sudarshan Chemical Inds L,SUDARSCHEM,NS,"SUDARSCHEM, Sudarshan Chemical, Sudarshan Chemical Inds, sudarshan chemical inds l, Sudarshan Chemical Inds Limited, Sudarshan Chemical Inds Ltd, Sudarshan Chemical Industries, Sudarshan Chemical Industries Limited, Sudarshan Chemical Industries Ltd, Sudarshan Chemicals",NI
Sudeep Pharma Limited,SUDEEPPHRM,NS,"sudeep pharma, Sudeep Pharma, sudeep pharma limited, Sudeep Pharma Ltd, SUDEEPPHRM",NI
Sukhjit Starch & Chem Limited,SUKHJITS,NS,"sukhjit starch & chem, Sukhjit Starch & Chem, sukhjit starch & chem limited, Sukhjit Starch & Chem Ltd, Sukhjit Starch & Chemicals, Sukhjit Starch & Chemicals Limited, Sukhjit Starch & Chemicals Ltd, SUKHJITS",NI
Sula Vineyards Limited,SULA,NS,"SULA, sula vineyards, Sula Vineyards, sula vineyards limited, Sula Vineyards Ltd",NI
Sumitomo Chem India Limited,SUMICHEM,NIFTY CHEMICALS,"SUMICHEM, sumitomo chem india, Sumitomo Chem India, sumitomo chem india limited, Sumitomo Chem India Ltd, Sumitomo Chemical, Sumitomo Chemical India, Sumitomo Chemical India Limited, Sumitomo Chemical India Ltd",NIFTY 500
Sumit Woods Limited,SUMIT,NS,"SUMIT, sumit woods, Sumit Woods, sumit woods limited, Sumit Woods Ltd",NI
Summit Securities Limited,SUMMITSEC,NS,"Summit Securities, summit securities, summit securities limited, Summit Securities Ltd, SUMMITSEC",NI
Sundaram Clayton Limited,SUNCLAY,NS,"SUNCLAY, Sundaram Clayton, sundaram clayton, sundaram clayton limited, Sundaram Clayton Ltd, Sundaram-Clayton Limited",NI
Sundaram Multi Pap Limited,SUNDARAM,NS,"SUNDARAM, sundaram multi pap, Sundaram Multi Pap, Sundaram Multi Pap Limited, sundaram multi pap limited, Sundaram Multi Pap Ltd",NI
Sundaram Finance Limited,SUNDARMFIN,NS,"Sundaram Finance, sundaram finance, sundaram finance limited, Sundaram Finance Ltd, SUNDARMFIN",NIFTY 500
Sundaram Brak Linings Limited,SUNDRMBRAK,NS,"Sundaram Brak, Sundaram Brak Linings, sundaram brak linings, sundaram brak linings limited, Sundaram Brak Linings Ltd, SUNDRMBRAK",NI
Sundram Fasteners Limited,SUNDRMFAST,NS,"Sundram Fasteners, sundram fasteners, sundram fasteners limited, Sundram Fasteners Ltd, SUNDRMFAST",NIFTY 500
Sundrop Brands Limited,SUNDROP,NS,"SUNDROP, Sundrop Brands, sundrop brands, sundrop brands limited, Sundrop Brands Ltd",NI
Sunflag Iron & Steel Co,SUNFLAG,NS,"SUNFLAG, sunflag iron & steel, Sunflag Iron & Steel Co, sunflag iron & steel co, Sunflag Iron & Steel Co Limited, Sunflag Iron & Steel Co Ltd, Sunflag Iron & Steel Company, Sunflag Iron & Steel Company Limited, Sunflag Iron & Steel Company Ltd",NI
Sun Pharmaceutical Ind L,SUNPHARMA,"NIFTY HEALTHCARE INDEX, NIFTY PHARMA, NIFTY500 HEALTHCARE","Sun Pharmaceutical, sun pharmaceutical, Sun Pharmaceutical Ind, sun pharmaceutical ind l, Sun Pharmaceutical Ind Limited, Sun Pharmaceutical Ind Ltd, sun pharmaceutical industries, sun pharmaceutical industries ltd, SUNPHARMA","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Sunteck Realty Limited,SUNTECK,NS,"SUNTECK, sunteck realty, Sunteck Realty, sunteck realty limited, Sunteck Realty Ltd",NI
Sun Tv Network Limited,SUNTV,NIFTY MEDIA,"Sun Tv Network, sun tv network, sun tv network limited, Sun Tv Network Ltd, SUNTV",NIFTY 500
Superhouse Limited,SUPERHOUSE,NS,"SUPERHOUSE, superhouse, superhouse limited, Superhouse Ltd",NI
Super Spinning Mills Limited,SUPERSPIN,NS,"Super Spinning Mills, super spinning mills, super spinning mills limited, Super Spinning Mills Ltd, SUPERSPIN",NI
Suprajit Engineering Limited,SUPRAJIT,NS,"SUPRAJIT, Suprajit Engineering, suprajit engineering, suprajit engineering limited, Suprajit Engineering Ltd",NI
Supreme Holdin N Hosp I L,SUPREME,NS,"SUPREME, Supreme Holdin N Hosp I, supreme holdin n hosp i l, Supreme Holdin N Hosp I Limited, Supreme Holdin N Hosp I Ltd, Supreme Holdings & Hospitality, Supreme Holdings & Hospitality (India) Limited, Supreme Holdings & Hospitality Limited, Supreme Holdings & Hospitality Ltd",NI
Supreme Industries Limited,SUPREMEIND,NS,"supreme industries, Supreme Industries, supreme industries limited, Supreme Industries Ltd, SUPREMEIND","NIFTY 200, NIFTY 500"
Supriya Lifescience Limited,SUPRIYA,NS,"SUPRIYA, supriya lifescience, supriya lifescience limited, Supriya Lifescience Ltd, Supriya Lifesciences",NI
Suraj Estate Developers L,SURAJEST,NS,"Suraj Estate, Suraj Estate Develop, Suraj Estate Developers, suraj estate developers l, Suraj Estate Developers Limited, Suraj Estate Developers Ltd, SURAJEST",NI
Suraj Limited,SURAJLTD,NS,"suraj, suraj limited, Suraj Ltd, SURAJLTD",NI
Suraksha Diagnostic Limited,SURAKSHA,NS,"SURAKSHA, Suraksha Diagnostic, suraksha diagnostic, suraksha diagnostic limited, Suraksha Diagnostic Ltd",NI
Surana Solar Limited,SURANASOL,NS,"surana solar, Surana Solar, surana solar limited, Surana Solar Ltd, SURANASOL",NI
Surana Telecom & Pow Lt,SURANAT&P,NS,"Surana Telecom & Pow, Surana Telecom & Pow Limited, surana telecom & pow lt, Surana Telecom & Pow Ltd, Surana Telecom and Power, Surana Telecom and Power Limited, Surana Telecom and Power Ltd, SURANAT&P",NI
Suryalakshmi Cot Mil Limited,SURYALAXMI,NS,"suryalakshmi cot mil, Suryalakshmi Cot Mil, suryalakshmi cot mil limited, Suryalakshmi Cot Mil Limited, Suryalakshmi Cot Mil Ltd, Suryalakshmi Cotton Mills, Suryalakshmi Cotton Mills Limited, Suryalakshmi Cotton Mills Ltd, SURYALAXMI",NI
Surya Roshni Limited,SURYAROSNI,NS,"surya roshni, Surya Roshni, surya roshni limited, Surya Roshni Ltd, SURYAROSNI",NI
Suryoday Small Fin Bk Limited,SURYODAY,NS,"SURYODAY, Suryoday Small Fin Bk, suryoday small fin bk, suryoday small fin bk limited, Suryoday Small Fin Bk Ltd, Suryoday Small Finance Bank, Suryoday Small Finance Bank Limited, Suryoday Small Finance Bank Ltd",NI
Sutlej Text & Indus Limited,SUTLEJTEX,NS,"sutlej text & indus, Sutlej Text & Indus, sutlej text & indus limited, Sutlej Text & Indus Ltd, Sutlej Textiles and Industries, Sutlej Textiles and Industries Limited, Sutlej Textiles and Industries Ltd, SUTLEJTEX",NI
Suven Life Sciences Limited,SUVEN,NS,"SUVEN, Suven Life Sciences, suven life sciences, suven life sciences limited, Suven Life Sciences Ltd",NI
Suvidhaa Infoserve Limited,SUVIDHAA,NS,"SUVIDHAA, suvidhaa infoserve, Suvidhaa Infoserve, suvidhaa infoserve limited, Suvidhaa Infoserve Ltd",NI
Suyog Telematics Limited,SUYOG,NS,"SUYOG, suyog telematics, Suyog Telematics, suyog telematics limited, Suyog Telematics Ltd",NI
Suzlon Energy Limited,SUZLON,NS,"SUZLON, Suzlon Energy, suzlon energy, suzlon energy limited, Suzlon Energy Ltd","NIFTY 200, NIFTY 500"
Shree Vasu Logistics Limited,SVLL,NS,"shree vasu logistics, Shree Vasu Logistics, shree vasu logistics limited, Shree Vasu Logistics Ltd, SVLL",NI
Swan Corp Limited,SWANCORP,NIFTY CHEMICALS,"Swan Corp, swan corp, swan corp limited, Swan Corp Ltd, SWANCORP",NIFTY 500
Swaraj Engines Limited,SWARAJENG,NS,"swaraj engines, Swaraj Engines, swaraj engines limited, Swaraj Engines Ltd, SWARAJENG",NI
Swelect Energy Sys Limited,SWELECTES,NS,"Swelect Energy Sys, swelect energy sys, swelect energy sys limited, Swelect Energy Sys Ltd, Swelect Energy Systems, Swelect Energy Systems Limited, Swelect Energy Systems Ltd, SWELECTES",NI
Swiggy Limited,SWIGGY,NS,"SWIGGY, swiggy, swiggy limited, Swiggy Ltd","NIFTY 200, NIFTY 500"
Strlng & Wil Ren Ene Limited,SWSOLAR,NS,"Sterling and Wilson Renewable Energy, Sterling and Wilson Renewable Energy Limited, Sterling and Wilson Renewable Energy Ltd, Strlng & Wil Ren Ene, strlng & wil ren ene, strlng & wil ren ene limited, Strlng & Wil Ren Ene Ltd, SWSOLAR",NI
Symphony Limited,SYMPHONY,NS,"symphony, SYMPHONY, symphony limited, Symphony Ltd",NI
Syncom Formu (I) Limited,SYNCOMF,NS,"Syncom Formu, syncom formu (i), Syncom Formu (I), syncom formu (i) limited, Syncom Formu (I) Ltd, Syncom Formulations, Syncom Formulations (India), Syncom Formulations (India) Limited, Syncom Formulations (India) Ltd, Syncom Formulations India, SYNCOMF",NI
Syngene International Limited,SYNGENE,"NIFTY HEALTHCARE INDEX, NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","SYNGENE, syngene international, Syngene International, syngene international limited, Syngene International Ltd",NIFTY 500
Syrma Sgs Technology Limited,SYRMA,NS,"SYRMA, Syrma Sgs Technology, syrma sgs technology, syrma sgs technology limited, Syrma Sgs Technology Ltd",NIFTY 500
Systematix Corp Service L,SYSTMTXC,NS,"Systematix Corp Service, systematix corp service l, Systematix Corp Service Limited, Systematix Corp Service Ltd, Systematix Corporate Services, Systematix Corporate Services Limited, Systematix Corporate Services Ltd, SYSTMTXC",NI
Tainwala Chemical & Pla,TAINWALCHM,NS,"tainwala chemical & pla, Tainwala Chemical & Pla Limited, Tainwala Chemical & Pla Ltd, Tainwala Chemical and Plastic (I), Tainwala Chemical and Plastic (I) Limited, Tainwala Chemical and Plastic (I) Ltd, Tainwala Chemicals And Pla, Tainwala Chemicals And Plastics (india), TAINWALCHM",NI
Taj Gvk Hotels & Resorts,TAJGVK,NS,"taj gvk hotels & resorts, Taj Gvk Hotels & Resorts, Taj Gvk Hotels & Resorts Limited, Taj Gvk Hotels & Resorts Ltd, TAJGVK",NI
Talbros Auto. Comp. Limited,TALBROAUTO,NS,"TALBROAUTO, Talbros Auto. Comp, talbros auto. comp., talbros auto. comp. limited, Talbros Auto. Comp. Ltd, Talbros Automotive Components, Talbros Automotive Components Limited, Talbros Automotive Components Ltd",NI
Tanla Platforms Limited,TANLA,NS,"TANLA, tanla platforms, Tanla Platforms, tanla platforms limited, Tanla Platforms Ltd",NI
Tara Chand Infra Soln Limited,TARACHAND,NS,"Tara Chand Infra Soln, tara chand infra soln, tara chand infra soln limited, Tara Chand Infra Soln Ltd, Tara Chand InfraLogistic Solutions, Tara Chand InfraLogistic Solutions Limited, Tara Chand InfraLogistic Solutions Ltd, TARACHAND",NI
Tarc Limited,TARC,NS,"TARC, tarc, tarc limited, Tarc Ltd",NI
Trans & Recti. Limited,TARIL,NS,"TARIL, Trans & Recti, trans & recti., trans & recti. limited, Trans & Recti. Ltd, Transformers & Rectifiers (India), Transformers & Rectifiers (India) Ltd, Transformers and Rectifiers, Transformers and Rectifiers India, Transformers and Rectifiers India Limited",NIFTY 500
Tarmat Limited,TARMAT,NS,"tarmat, TARMAT, tarmat limited, Tarmat Ltd",NI
Tarsons Products Limited,TARSONS,NS,"TARSONS, Tarsons Products, tarsons products, tarsons products limited, Tarsons Products Ltd",NI
Tasty Bite Eatables Limited,TASTYBITE,NS,"tasty bite eatables, Tasty Bite Eatables, tasty bite eatables limited, Tasty Bite Eatables Ltd, TASTYBITE",NI
Tata Capital Limited,TATACAP,NS,"Tata Capital, tata capital, tata capital limited, Tata Capital Ltd, TATACAP",NI
Tata Chemicals Limited,TATACHEM,NIFTY CHEMICALS,"tata chemicals, Tata Chemicals, tata chemicals limited, Tata Chemicals Ltd, TATACHEM",NIFTY 500
Tata Communications Limited,TATACOMM,NIFTY MIDSMALL IT & TELECOM,"tata communications, Tata Communications, tata communications limited, Tata Communications Ltd, TATACOMM","NIFTY 200, NIFTY 500"
Tata Consumer Product Limited,TATACONSUM,NIFTY FMCG,"Tata Consumer Product, tata consumer product, tata consumer product limited, Tata Consumer Product Ltd, tata consumer products, tata consumer products ltd, TATACONSUM","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Tata Elxsi Limited,TATAELXSI,NIFTY MIDSMALL IT & TELECOM,"tata elxsi, Tata Elxsi, tata elxsi limited, Tata Elxsi Ltd, TATAELXSI","NIFTY 200, NIFTY 500"
Tata Investment Corp Limited,TATAINVEST,NS,"tata investment corp, Tata Investment Corp, tata investment corp limited, Tata Investment Corp Ltd, Tata Investment Corporation, Tata Investment Corporation Limited, Tata Investment Corporation Ltd, TATAINVEST",NIFTY 500
Tata Power Co Limited,TATAPOWER,NS,"Tata Power Co, tata power co, tata power co limited, Tata Power Co Ltd, Tata Power Company, Tata Power Company Limited, Tata Power Company Ltd, TATAPOWER","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Tata Steel Limited,TATASTEEL,NIFTY METAL,"tata steel, Tata Steel, tata steel limited, tata steel ltd, Tata Steel Ltd, TATASTEEL","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Tata Technologies Limited,TATATECH,NIFTY MIDSMALL IT & TELECOM,"tata technologies, Tata Technologies, tata technologies limited, Tata Technologies Ltd, TATATECH","NIFTY 200, NIFTY 500"
