timestamp,open,high,low,close,volume,hv,iv
2026-01-23 13:22:00,227.25,227.25,227.25,227.25,1,0.0000,0.0000
2026-01-23 13:27:00,227.25,227.25,227.03,227.03,4100,0.1102,0.0000
2026-01-23 13:28:00,227.01,227.01,227.01,227.01,20,0.0936,0.0000
2026-01-23 13:29:00,227.14,227.14,226.50,226.50,25,0.2359,0.0000
2026-01-23 13:30:00,226.50,226.50,226.50,226.50,138,0.2246,0.0000
