timestamp,open,high,low,close,volume,hv,iv
2026-01-23 13:26:00,998.10,998.10,996.90,997.00,1611,0.0633,0.0000
2026-01-23 13:27:00,996.40,997.50,995.50,997.10,1647,0.1726,0.0000
2026-01-23 13:28:00,997.30,997.60,996.60,997.10,1564,0.0697,0.0000
2026-01-23 13:29:00,997.10,998.90,997.10,998.70,1965,0.1068,0.0000
2026-01-23 13:30:00,998.30,999.20,996.60,998.00,4544,0.1928,0.0000
