CompanyName,Symbol,SECURITY_ID
Genesys Intl Corpn Limited,GENESYS,10905
Genus P&B Limited,GENUSPAPER,6600
Genus Power Infrastru Limited,GENUSPOWER,11905
Geojit Financial Ser L,GEOJITFSL,11896
The Ge Shpg.Ltd,GESHIP,13776
Gfl Limited,GFLLIMITED,1289
Ghcl Limited,GHCL,1127
Ghcl Textiles Limited,GHCLTEXTIL,16696
Gic Housing Finance Limited,GICHSGFIN,1139
General Ins Corp of India,GICRE,277
Gillanders Arbuthnot Limited,GILLANDERS,17839
Gillette India Limited,GILLETTE,1576
Ginni Filaments Limited,GINNIFILA,1142
Guj Ind Pow Co. Limited,GIPCL,1145
Gk Energy Limited,GKENERGY,759048
Gkw Limited,GKWLIMITED,17357
Gland Pharma Limited,GLAND,1186
Glaxosmithkline Pharma Lt,GLAXO,1153
Glenmark Pharmaceuticals,GLENMARK,7406
Global Education Limited,GLOBAL,1415
Globale Tessile Limited,GLOBALE,24932
Global Vec Helicorp Limited,GLOBALVECT,13735
Globe Enterprise (I) Limited,GLOBE,393
Globe Civil Projects Limited,GLOBECIVIL,758572
Globus Spirits Limited,GLOBUSSPR,17424
Gloster Limited,GLOSTERLTD,23590
Glottis Limited,GLOTTIS,760116
G M Breweries Limited,GMBREW,1168
Gujarat Mineral Dev Corp,GMDCLTD,5204
Gmm Pfaudler Limited,GMMPFAUDLR,1570
Gmr Airports Limited,GMRAIRPORT,13528
Gmr Pow & Urban Infra L,GMRP&UI,8529
Gna Axles Limited,GNA,18571
Guj Nar Val Fer & Chem L,GNFC,1174
Goa Carbon Limited,GOACARBON,14687
Gocl Corporation Limited,GOCLCORP,3963
Go Fashion India Limited,GOCOLORS,6964
Godavari Biorefineries L,GODAVARIB,25941
Godfrey Phillips India Lt,GODFRYPHLP,1181
Go Digit General Ins Limited,GODIGIT,23799
Godrej Agrovet Limited,GODREJAGRO,144
Godrej Consumer Products,GODREJCP,10099
Godrej Industries Limited,GODREJIND,10925
Godrej Properties Limited,GODREJPROP,17875
Gokaldas Exports Ltd.,GOKEX,11778
Gokul Refoils & Solv Limited,GOKUL,16705
Gokul Agro Resources Limited,GOKULAGRO,14480
Goldiam International Limited,GOLDIAM,11971
Aion-Tech Solutions Limited,GOLDTECH,9874
Goodluck India Limited,GOODLUCK,6125
Gopal Snacks Limited,GOPAL,23066
Goyal Aluminiums Limited,GOYALALUM,11787
Godawari Pow & Isp Limited,GPIL,13409
Gujarat Pipavav Port Limited,GPPL,19731
Gpt Healthcare Limited,GPTHEALTH,22846
Gpt Infraprojects Limited,GPTINFRA,17685
Granules India Limited,GRANULES,11872
Graphite India Limited,GRAPHITE,592
Grasim Industries Limited,GRASIM,1232
Gravita India Limited,GRAVITA,20534
Greaves Cotton Ltd.,GREAVESCOT,1235
Greenlam Industries Ltd.,GREENLAM,6848
Greenpanel Industries Limited,GREENPANEL,13810
Greenply Industries Limited,GREENPLY,3987
Orient Green Power Co Limited,GREENPOWER,20110
Grindwell Norton Limited,GRINDWELL,13560
G R Infraprojects Limited,GRINFRA,5054
Grm Overseas Limited,GRMOVER,10871
The Grob Tea Company Limited,GROBTEA,17770
Billionbrains Garage Vn L,GROWW,759806
Grp Limited,GRPLTD,6543
Garden Reach Ship&Eng Limited,GRSE,5475
Garware Hi-Tech Films Limited,GRWRHITECH,7982
Guj State Fert & Chem Limited,GSFC,1247
Global Surfaces Limited,GSLSU,14599
Gujarat State Petro Limited,GSPL,13197
Gss Infotech Limited,GSS,15347
G-Tec Jainx Education Limited,GTECJAINX,1129
Gtl Limited,GTL,1162
Gtl Infra.Ltd,GTLINFRA,13745
Gtpl Hathway Limited,GTPL,21195
Gufic Biosciences Ltd.,GUFICBIO,11606
Gujarat Alkalies & Chem,GUJALKALI,1267
Gujarat Gas Limited,GUJGASLTD,10599
Gujarat Themis Biosyn Limited,GUJTHEM,29731
Gulf Oil Lub. Ind. Ltd.,GULFOILLUB,4391
Gp Petroleums Limited,GULFPETRO,11581
Gulshan Polyols Limited,GULPOLY,6286
Ge Power India Limited,GVPIL,7862
Gvp Infotech Limited,GVPTECH,10865
Ge Vernova T&D India Limited,GVT&D,16783
Hindustan Aeronautics Limited,HAL,2303
Haleos Labs Limited,HALEOSLABS,21551
Happiest Minds Techno Limited,HAPPSTMNDS,48
Happy Forgings Limited,HAPPYFORGE,20854
Hardwyn India Limited,HARDWYN,8962
Hariom Pipe Industries L,HARIOMPIPE,8968
Harrison Malayalam Limited,HARRMALAYA,1313
Harsha Engineers Int Limited,HARSHA,11162
Hathway Cable & Datacom,HATHWAY,18154
Hatsun Agro Product Ltd.,HATSUN,3892
Havells India Limited,HAVELLS,9819
Sri Havisha Hosp & Infr L,HAVISHA,7457
Hbl Engineering Limited,HBLENGINE,13966
Hindustan Construction Co,HCC,1375
Healthcare Glob. Ent. Limited,HCG,15555
Hcl Infosystems Limited,HCL-INSYS,1327
Hcl Technologies Limited,HCLTECH,7229
Hdb Financial Services L,HDBFS,757772
Hdfc Amc Limited,HDFCAMC,4244
Hdfc Bank Limited,HDFCBANK,1333
Hdfc Life Ins Co Limited,HDFCLIFE,467
Heads Up Ventures Limited,HEADSUP,19205
Hec Infra Projects Limited,HECPROJECT,7425
Heg Limited,HEG,1336
Heidelbergcement (I) Limited,HEIDELBERG,2316
Hemisphere Prop Ind Limited,HEMIPROP,701
Heranba Industries Limited,HERANBA,2614
Hercules Investments Limited,HERCULES,15288
Heritage Foods Limited,HERITGFOOD,4598
Hero Motocorp Limited,HEROMOTOCO,1348
Hester Biosciences Limited,HESTERBIO,7048
Heubach Colorants Ind Limited,HEUBACHIND,715
Hexa Tradex Limited,HEXATRADEX,27008
Hexaware Technologies Limited,HEXT,29666
Hfcl Limited,HFCL,21951
H.G.Infra Engineering Limited,HGINFRA,1672
Hinduja Global Sols. Ltd.,HGS,14712
Hikal Limited,HIKAL,9668
Highway Infrastructure L,HILINFRA,759103
Hilton Metal Forging Limited,HILTON,14627
Himatsingka Seide Limited,HIMATSEIDE,1360
Hindalco Industries Limited,HINDALCO,1363
Hindustan Composites Ltd.,HINDCOMPOS,1372
Hindcon Chemicals Limited,HINDCON,4920
Hindustan Copper Limited,HINDCOPPER,17939
Hindustan Oil Exploration,HINDOILEXP,1403
Hindustan Petroleum Corp,HINDPETRO,1406
Hindustan Unilever Ltd.,HINDUNILVR,1394
Hindware Hme Inovaton Limited,HINDWAREAP,15883
Hindustan Zinc Limited,HINDZINC,1424
Hind Rectifier Limited,HIRECT,13890
Hisar Metal Ind. Limited,HISARMETAL,19322
Hi-Tech Pipes Limited,HITECH,2868
Hitech Corporation Limited,HITECHCORP,15161
Hle Glascoat Limited,HLEGLAS,2289
Hlv Limited,HLVLTD,1448
Hma Agro Industries Limited,HMAAGRO,17053
Hindustan Media Vent Limited,HMVL,19211
Hindustan Foods Limited,HNDFDS,12173
Home First Fin Co Ind Limited,HOMEFIRST,2056
Honasa Consumer Limited,HONASA,19813
Honeywell Automation Ind,HONAUT,3417
Honda I Power Product Limited,HONDAPOWER,3138
Hp Adhesives Limited,HPAL,7376
Hindprakash Industry Limited,HPIL,11796
Hpl Electric & Power Limited,HPL,18679
Himadri Speciality Chem L,HSCL,14334
Ht Media Limited,HTMEDIA,11979
Hubtown Limited,HUBTOWN,14203
Hsg & Urban Dev Corpn Limited,HUDCO,20825
Huhtamaki India Limited,HUHTAMAKI,2562
Hyundai Motor India Limited,HYUNDAI,25844
Ice Make Refrigerat Limited,ICEMAKE,489
Icici Bank Ltd.,ICICIBANK,4963
Icici Lombard Gic Limited,ICICIGI,21770
Icici Pru Life Ins Co Limited,ICICIPRULI,18652
Indo Count Industries Limited,ICIL,11987
Icra Limited,ICRA,14523
Idbi Bank Limited,IDBI,1476
Vodafone Idea Limited,IDEA,14366
Ideaforge Techno Limited,IDEAFORGE,17140
Idfc First Bank Limited,IDFCFIRSTB,11184
Indian Energy Exc Limited,IEX,220
Ifb Agro Industries Limited,IFBAGRO,1482
Ifb Industries Limited,IFBIND,1485
Ifci Limited,IFCI,1491
Ifgl Refractories Limited,IFGLEXPOR,436
Igarashi Motors India Limited,IGARASHI,634
Indogulf Cropsciences Limited,IGCL,757801
Internatio Gemm Ins (I) L,IGIL,28378
Indraprastha Gas Limited,IGL,11262
I G Petrochemicals Limited,IGPL,14086
Iifl Finance Limited,IIFL,11809
Iifl Capital Services Limited,IIFLCAPS,13072
Industrial Inv Trust Limited,IITL,19525
Ikio Technologies Limited,IKIO,16822
Inventurus Knowledge So L,IKS,28125
Imagicaaworld Ent Limited,IMAGICAA,7672
Indian Metals & Ferro,IMFA,19235
Ind Motor Part & Acc Limited,IMPAL,12009
Incredible Industries Limited,INCREDIBLE,17507
Indbank Merch Bank,INDBANK,16933
Indegene Limited,INDGN,23693
The Indian Hotels Co. Limited,INDHOTEL,1512
The India Cements Limited,INDIACEM,1515
India Glycols Limited,INDIAGLYCO,1521
Indiamart Intermesh Limited,INDIAMART,10726
Indian Bank,INDIANB,14309
Indian Card Clothing Co.,INDIANCARD,4422
Indian Hume Pipe Co. Ltd.,INDIANHUME,1530
India Shelter Fin Corp L,INDIASHLTR,20556
Interglobe Aviation Limited,INDIGO,11195
Indigo Paints Limited,INDIGOPNTS,2048
Indiqube Spaces Limited,INDIQUBE,757845
India Nippon Elect Limited,INDNIPPON,4747
Indo Amines Limited,INDOAMIN,9116
Indo Borax & Chemical Limited,INDOBORAX,8614
Indoco Remedies Ltd.,INDOCO,11677
Indo Farm Equipment Limited,INDOFARM,29025
Indo Rama Synthetics Limited,INDORAMA,10993
Indostar Capital Fin Limited,INDOSTAR,3088
Indo Tech Transform Ltd.,INDOTECH,13275
Indo Us Biotech Limited,INDOUS,25503
Indowind Energy Limited,INDOWIND,14952
Indraprastha Medical Corp,INDRAMEDCO,4751
Ind Swift Laboratories Lt,INDSWFTLAB,4870
Ind Terrain Fashions Limited,INDTERRAIN,21957
Indusind Bank Limited,INDUSINDBK,5258
Indus Towers Limited,INDUSTOWER,29135
Infibeam Avenues Limited,INFIBEAM,16249
Infobeans Techno. Ltd.,INFOBEAN,11027
Infomedia Press Limited,INFOMEDIA,13693
Infosys Limited,INFY,1594
Ingersoll-Rand India Limited,INGERRAND,1597
Innova Captab Limited,INNOVACAP,21062
Innovana Thinklabs Limited,INNOVANA,27754
Inox Green Energy Ser Limited,INOXGREEN,12188
Inox India Limited,INOXINDIA,20607
Inox Wind Limited,INOXWIND,7852
Insecticides (I) Limited,INSECTICID,14657
Inspirisys Solutions Limited,INSPIRISYS,13730
Intellect Design Arena,INTELLECT,5926
Interarch Bldng Soltn Limited,INTERARCH,24909
Intl Conveyors Limited,INTLCONV,5606
Inventure Gro & Sec Limited,INVENTURE,24870
Indian Overseas Bank,IOB,9348
Indian Oil Corp Limited,IOC,1624
Iol Chem & Pharma Limited,IOLCP,20413
Ion Exchange (India) Limited,IONEXCHANG,1630
Ipca Laboratories Limited,IPCALAB,1633
India Pesticides Limited,IPL,4934
Irb Infra Dev Ltd.,IRB,15313
Ircon International Limited,IRCON,4986
Indian Rail Tour Corp Limited,IRCTC,13611
Indian Renewable Energy,IREDA,20261
Indian Railway Fin Corp L,IRFC,2029
Iris Business Serv Limited,IRIS,6489
Iris Clothings Limited,IRISDOREME,2275
Irm Energy Limited,IRMENERGY,19597
Intrasoft Tech. Limited,ISFT,18479
Isgec Heavy Eng Limited,ISGEC,3329
Itc Limited,ITC,1660
Itc Hotels Limited,ITCHOTELS,29251
India Tour. Dev. Co. Ltd.,ITDC,19299
Iti Limited,ITI,1675
Ivalue Infosolutions Limited,IVALUE,759041
Il&Fs Investment Managers,IVC,6711
Ivp Limited,IVP,1681
Le Travenues Technology L,IXIGO,24067
J & K Bank Ltd.,J&KBANK,5633
Jagran Prakashan Limited,JAGRAN,13211
Jagsonpal Pharmaceuticals,JAGSNPHARM,4410
Jai Balaji Industries Limited,JAIBALAJI,11256
Jai Corp Limited,JAICORPLTD,5143
Jain Resource Recycling L,JAINREC,759244
Nandani Creation Limited,JAIPURKURT,5516
Jamna Auto Ind Limited,JAMNAAUTO,20778
Jaro Ins of Tec Mg N Re L,JARO,759951
Jash Engineering Limited,JASH,13982
Jayant Agro Organics Limited,JAYAGROGN,4041
Jay Bharat Maruti Limited,JAYBARMARU,1708
Jayaswal Neco Industr Limited,JAYNECOIND,2331
Jayshree Tea & Industries,JAYSREETEA,1720
J B Chemicals & Pharma,JBCHEPHARM,1726
Jbm Auto Limited,JBMA,11655
Johnson Controls Hitachi,JCHAC,4491
Jet Freight Logistics Limited,JETFREIGHT,7211
J.G.Chemicals Limited,JGCHEM,23056
Jhs Svend. Lab. Limited,JHS,13720
Jindal Photo Limited,JINDALPHOT,11743
Jindal Poly Films Limited,JINDALPOLY,1756
Jindal Saw Limited,JINDALSAW,3024
Jindal Steel Limited,JINDALSTEL,6733
Jindal Drilling Ind. Limited,JINDRILL,13875
Jindal Worldwide Limited,JINDWORLD,20642
Jio Fin Services Limited,JIOFIN,18143
Jain Dvr Equity Shares,JISLDVREQS,25684
Jain Irrigation Systems,JISLJALEQS,10397
Jk Cement Limited,JKCEMENT,13270
Jkumar Infr.Ltd.,JKIL,15266
Jinkushal Industries Limited,JKIPL,759205
Jk Lakshmi Cement Limited,JKLAKSHMI,13491
Jk Paper Limited,JKPAPER,11860
Jk Tyre & Industries Limited,JKTYRE,14435
Jupiter Life Line Hosp L,JLHL,18553
Jullundur Mot Agency Limited,JMA,7109
Jm Financial Limited,JMFINANCIL,13637
Jnk India Limited,JNKINDIA,23621
Jocil Limited,JOCIL,16927
Jind Pol Inv & Fin Co Limited,JPOLYINVST,31507
Jaiprakash Power Ven. Limited,JPPOWER,11763
Jana Small Fin Bank Limited,JSFB,22663
Jindal Stainless Limited,JSL,11236
Jeena Sikho Lifecare Limited,JSLL,758115
Jsw Cement Limited,JSWCEMENT,758460
Jsw Energy Limited,JSWENERGY,17869
Jsw Holdings Limited,JSWHL,11880
Jsw Infrastructure Limited,JSWINFRA,19020
Jsw Steel Limited,JSWSTEEL,11723
Jtekt India Limited,JTEKTINDIA,3237
Jtl Industries Limited,JTLIND,7287
Jubilant Foodworks Limited,JUBLFOOD,18096
Jubilant Ingrevia Limited,JUBLINGREA,2783
Jubilant Pharmova Limited,JUBLPHARMA,3637
Juniper Hotels Limited,JUNIPER,22824
Justdial Ltd.,JUSTDIAL,29962
Jupiter Wagons Limited,JWL,20224
Jyothy Labs Limited,JYOTHYLAB,15146
Jyoti Cnc Automation Limited,JYOTICNC,21334
Jyoti Structures Limited,JYOTISTRUC,1802
Kabra Extrusion Technik L,KABRAEXTRU,1805
Kajaria Ceramics Limited,KAJARIACER,1808
Kakatiya Cem Sugar &Ind L,KAKATCEM,1811
Sai Silks (Kalamandir) L,KALAMANDIR,18755
Kalpataru Limited,KALPATARU,758558
Kalyani Forge Limited,KALYANIFRG,15156
Kalyan Jewellers Ind Limited,KALYANKJIL,2955
Kamat Hotels (I) Limited,KAMATHOTEL,1826
Kamdhenu Limited,KAMDHENU,13457
Kamdhenu Ventures Limited,KAMOPAINTS,13814
Kanani Industries Limited,KANANIIND,25786
Kanoria Chemicals & Indus,KANORICHEM,1835
Kanpur Plastipack Limited,KANPRPLA,1782
Kansai Nerolac Paints Limited,KANSAINER,1196
Kapston Services Limited,KAPSTON,18967
Karur Vysya Bank Limited,KARURVYSYA,1838
Kaya Limited,KAYA,10276
Kaynes Technology Ind Limited,KAYNES,12092
Kcp Limited,KCP,1841
Kcp Sugar Ind Corp Ltd.,KCPSUGIND,4809
Kddl Limited,KDDL,14908
Kec Intl. Limited,KEC,13260
Kirloskar Electric Co Limited,KECL,18220
Dsj Keep Learning Limited,KEEPLEARN,778
Kei Industries Ltd.,KEI,13310
Kellton Tech Sol Limited,KELLTONTEC,13430
Kernex Microsys(I) Limited,KERNEX,13121
Kesoram Industries Limited,KESORAMIND,1859
Keynote Fin Serv Ltd.,KEYFINSERV,4157
Kfin Technologies Limited,KFINTECH,13359
Khadim India Limited,KHADIM,425
Khaitan Chem & Fert Limited,KHAICHEM,896
Khaitan (India)Ltd.,KHAITANLTD,3912
Khandwala Securities Limited,KHANDSE,9641
Kalyani Invest Co Limited,KICL,21119
Kilitch Drugs India Limited,KILITCH,19937
Krishna Inst of Med Sci L,KIMS,4847
Kiocl Limited,KIOCL,19126
Kiri Industries Limited,KIRIINDUS,16639
Kirloskar Brothers Limited,KIRLOSBROS,18581
Kirloskar Oil Eng Limited,KIRLOSENG,20936
Kirloskar Industries Limited,KIRLOSIND,19025
Kirloskar Pneumatic Com L,KIRLPNU,15180
Kitex Garments Limited,KITEX,28899
Kewal Kiran Clothing Limited,KKCL,13381
Knowledge Marine & En W L,KMEW,27084
K M Sugar Mills Limited,KMSUGAR,14667
Knr Constru Ltd.,KNRCON,15283
Kohinoor Foods Limited,KOHINOOR,3009
Kokuyo Camlin Limited,KOKUYOCMLN,16827
Kolte Patil Dev. Ltd.,KOLTEPATIL,15124
Kopran Limited,KOPRAN,1919
Kotak Mahindra Bank Limited,KOTAKBANK,1922
Kothari Sug & Chem Ltd.,KOTARISUG,11647
Kothari Petrochem Limited,KOTHARIPET,4594
Kothari Products Limited,KOTHARIPRO,5528
K.P. Energy Limited,KPEL,27079
Kpi Green Energy Limited,KPIGREEN,5108
Kalpataru Project Int Limited,KPIL,1814
Kpit Technologies Limited,KPITTECH,9683
Kpr Mill Ltd.,KPRMILL,14912
Krbl Limited,KRBL,10577
Krebs Biochemicals & Ind,KREBSBIO,1937
Kridhan Infra Limited,KRIDHANINF,11480
Krishana Phoschem Limited,KRISHANA,12847
Krishival Foods Limited,KRISHIVAL,756782
Kriti Industries Ind Limited,KRITI,6417
Kritika Wires Limited,KRITIKA,9288
Kriti Nutrients Limited,KRITINUT,11432
Krn Heat Exchange N Ref L,KRN,25643
Kronox Lab Sciences Limited,KRONOX,24025
Kross Limited,KROSS,25252
Krsnaa Diagnostics Limited,KRSNAA,5359
Krystal Integrated Ser L,KRYSTAL,23175
Ksb Limited,KSB,1949
Kaveri Seed Co. Ltd.,KSCL,14972
Kshitij Polyline Limited,KSHITIJPOL,10407
Kalyani Steels Limited,KSL,18889
Ksolves India Limited,KSOLVES,11060
Karnataka Bank Limited,KTKBANK,8054
Kuantum Papers Limited,KUANTUM,13870
Lagnam Spintex Limited,LAGNAM,5865
Lorenzini Apparels Limited,LAL,14924
Dr. Lal Path Labs Ltd.,LALPATHLAB,11654
Lambodhara Textiles Ltd.,LAMBODHARA,6407
Landmark Cars Limited,LANDMARK,13276
La Opala Rg Limited,LAOPALA,14423
Latent View Analytics Limited,LATENTVIEW,6818
Laurus Labs Limited,LAURUSLABS,19234
Laxmi Cotspin Limited,LAXMICOT,6568
Laxmi Dental Limited,LAXMIDENTL,29171
Laxmi India Finance Limited,LAXMIINDIA,758863
Lemon Tree Hotels Limited,LEMONTREE,2606
Lenskart Solutions Limited,LENSKART,759605
Lakshmi Fin Ind Corp Limited,LFIC,7902
Lg Balakrishnan & Bros,LGBBROSLTD,18321
Lg Electronics India Limited,LGEINDIA,760213
Laxmi Goldorna House Limited,LGHL,19876
Libas Consu Products Limited,LIBAS,11082
Liberty Shoes Limited,LIBERTSHOE,1994
Lic Housing Finance Limited,LICHSGFIN,1997
Life Insura Corp of India,LICI,9480
Likhitha Infrastruc Limited,LIKHITHA,578
Linc Limited,LINC,6951
Lincoln Pharma Limited,LINCOLN,11596
Linde India Limited,LINDEINDIA,1627
Lloyds Engg Work Limited,LLOYDSENGG,17801
Lloyds Enterprises Limited,LLOYDSENT,25807
Lloyds Metals N Energy L,LLOYDSME,17313
Lmw Limited,LMW,1979
Lodha Developers Limited,LODHA,3220
Lokesh Machines Limited,LOKESHMACH,13436
Lords Chloro Alkali Limited,LORDSCHLO,18232
Sri Lotus Devlprs N Rty L,LOTUSDEV,758145
Lovable Lingerie Limited,LOVABLE,22415
Loyal Textile Mills Limited,LOYALTEX,10590
Landmark Pr.Dev.Co.Ltd,LPDC,16863
Larsen & Toubro Ltd.,LT,11483
L&T Finance Limited,LTF,24948
Lt Foods Limited,LTFOODS,13816
Ltimindtree Limited,LTIM,17818
L&T Technology Ser. Ltd.,LTTS,18564
Lumax Industries Limited,LUMAXIND,2018
Lumax Auto Tech Limited,LUMAXTECH,14014
Lupin Limited,LUPIN,10440
Lux Industries Limited,LUXIND,11301
Laxmi Organic Indus Limited,LXCHEM,2841
Lyka Labs Limited,LYKALABS,2028
Lypsa Gems & Jewel Limited,LYPSAGEMS,31468
Mahindra & Mahindra Limited,M&M,2031
M&M Fin. Services Limited,M&MFIN,13285
Maan Aluminium Limited,MAANALU,15017
Macpower Cnc Machines Limited,MACPOWER,22347
Madhav Marble & Granite,MADHAV,15151
Madhucon Projects Ltd.,MADHUCON,13671
Madras Fertilisers Limited,MADRASFERT,4911
Magadh Sugar & Energy Limited,MAGADSUGAR,21392
Magnum Ventures Ltd.,MAGNUM,14957
Bank of Maharashtra,MAHABANK,11377
Maha Rashtra Apex Copr. L,MAHAPEXLTD,5239
Mahindra Epc Irrig Limited,MAHEPC,17603
Maheshwari Logistics Ltd.,MAHESHWARI,9576
Mahindra Lifespace Devltd,MAHLIFE,8050
Mahindra Logistic Limited,MAHLOG,385
Maharashtra Scooters Limited,MAHSCOOTER,2085
Maharashtra Seamless Limited,MAHSEAMLES,2088
Maithan Alloys Limited,MAITHANALL,24538
Mallcom (India) Limited,MALLCOM,7965
Malu Paper Mills Limited,MALUPAPER,13352
Mamata Machinery Limited,MAMATA,28687
Man Coat Metal & Ind Limited,MANAKCOAT,7413
Manaksia Ltd.,MANAKSIA,15199
Manaksia Steels Limited,MANAKSTEEL,7463
Manali Petrochemicals Lt,MANALIPETC,13796
Manappuram Finance Limited,MANAPPURAM,19061
Manba Finance Limited,MANBA,25597
Mangal Credit N Fincorp L,MANCREDIT,24823
Mangalam Drug & Chem Limited,MANGALAM,11817
Mangalam Cement Limited,MANGLMCEM,2106
Man Industries (I) Ltd.,MANINDS,11884
Man Infra Limited,MANINFRA,18226
Mankind Pharma Limited,MANKIND,15380
Manomay Tex India Limited,MANOMAY,13753
Manorama Industries Limited,MANORAMA,10227
Mangalam Organics Limited,MANORG,6422
Vedant Fashions Limited,MANYAVAR,8167
C.E. Info Systems Limited,MAPMYINDIA,7227
Maral Overseas Limited,MARALOVER,2112
Marathon Nxtgen Realt Limited,MARATHON,18659
Marico Limited,MARICO,4067
Marine Electrical (I) Limited,MARINE,1328
Markolines Pavement Tec L,MARKOLINES,760204
Marksans Pharma Limited,MARKSANS,10579
Maruti Suzuki India Ltd.,MARUTI,10999
Mas Financial Serv Limited,MASFIN,199
Mastek Limited,MASTEK,2124
Master Trust Limited,MASTERTR,27047
Matrimony.Com Limited,MATRIMONY,21726
Mawana Sugars Limited,MAWANASUG,17022
Max Estates Limited,MAXESTATES,19646
Max Healthcare Ins Limited,MAXHEALTH,22377
Max India Limited,MAXIND,22428
Mayur Uniquoters Limited,MAYURUNIQ,28906
Mazda Limited,MAZDA,18866
Mazagon Dock Shipbuil Limited,MAZDOCK,509
Madhya Bharat Agro P. Limited,MBAPL,12686
M & B Engineering Limited,MBEL,758150
Mbl Infrastructure Limited,MBLINFRA,18029
Magellanic Cloud Limited,MCLOUD,29482
Multi Commodity Exchange,MCX,31181
Global Health Limited,MEDANTA,11956
Medi Assist Health Ser L,MEDIASSIST,21705
Medicamen Biotech Limited,MEDICAMEQ,6278
Medplus Health Serv Limited,MEDPLUS,7254
Mangal Electrical Ind L,MEIL,758748
Menon Bearings Limited,MENONBE,6961
Metro Brands Limited,METROBRAND,7242
Metropolis Healthcare Limited,METROPOLIS,9581
Mahalaxmi Fabric Mills Lt,MFML,24937
Max Financial Serv Limited,MFSL,2142
Mangalam Global Ent Limited,MGEL,1593
Mahanagar Gas Ltd.,MGL,17534
Mahalaxmi Rubtech Limited,MHLXMIRU,7886
Mahindra Holidays Limited,MHRIL,17333
Mic Electronics Limited,MICEL,7169
Mishra Dhatu Nigam Limited,MIDHANI,2463
Midwest Limited,MIDWESTLTD,759517
Minda Corporation Limited,MINDACORP,25897
Mindteck (India) Limited,MINDTECK,18049
Mirza International Limit,MIRZAINT,4394
Mitcon Con & Eng Ser Limited,MITCON,8469
Mittal Life Style Limited,MITTAL,18562
M K Proteins Limited,MKPL,16736
Mm Forgings Limited,MMFL,13844
Mmp Industries Limited,MMP,16395
Mmtc Limited,MMTC,17957
One Mobikwik Systems Limited,MOBIKWIK,28046
Modi Rubber Limited,MODIRUBBER,2229
Modis Navnirman Limited,MODIS,759752
Modison Limited,MODISONLTD,3316
Modern Threads India Limited,MODTHREAD,2241
Moil Limited,MOIL,20830
Moksh Ornaments Limited,MOKSH,3586
Meghmani Organics Limited,MOL,5394
Mold-Tek Technologies Limited,MOLDTECH,17625
Mold-Tek Packaging Limited,MOLDTKPAC,6713
Monarch Networth Cap Limited,MONARCH,7679
Moneyboxx Finance Limited,MONEYBOXX,759381
Monte Carlo Fashions Ltd.,MONTECARLO,5938
Morepen Lab. Limited,MOREPENLAB,2259
Moschip Technologies Limited,MOSCHIP,29459
Samvrdhna Mthrsn Intl Limited,MOTHERSON,4204
Motilal Oswal Fin Limited,MOTILALOFS,14947
Motisons Jewellers Limited,MOTISONS,20788
Motor & General Finance L,MOTOGENFIN,2268
Mphasis Limited,MPHASIS,4503
Mps Limited,MPSLTD,10578
Mrf Limited,MRF,2277
Mrpl,MRPL,2283
Msp Steel & Power Ltd.,MSPL,11919
Mstc Limited,MSTCLTD,9356
Motherson Sumi Wrng Ind L,MSUMI,8596
Mtar Technologies Limited,MTARTECH,2709
Mahanagar Telephone Nigam,MTNL,2294
Mufin Green Finance Limited,MUFIN,19783
Credo Brands Marketing L,MUFTI,20878
Mukand Ltd.,MUKANDLTD,11325
Mukka Proteins Limited,MUKKA,22980
Mukta Arts Limited,MUKTAARTS,8687
Munjal Auto Ind. Ltd.,MUNJALAU,13511
Munjal Showa Limited,MUNJALSHOW,2307
Murudeshwar Ceramics Limited,MURUDCERA,2313
Muthoot Cap Serv Limited,MUTHOOTCAP,10415
Muthoot Finance Limited,MUTHOOTFIN,23650
Muthoot Microfin Limited,MUTHOOTMF,20831
Manoj Vaibhav Gem N Jew L,MVGJL,19015
Mangalam Worldwide Limited,MWL,759169
Nacl Industries Limited,NACLIND,20425
Nagarjun Fert & Che Limited,NAGAFERT,17295
Nagreeka Exports Ltd.,NAGREEKEXP,14702
Nahar Cap & Fin.,NAHARCAP,15360
Nahar Inds Ent Limited,NAHARINDUS,13106
Nahar Poly Films Limited,NAHARPOLY,14445
Nahar Spinning Mills Ltd.,NAHARSPING,14440
Nippon L I A M Limited,NAM-INDIA,357
Natco Pharma Ltd.,NATCOPHARM,3918
Nath Bio-Genes (I) Limited,NATHBIOGEN,11065
National Aluminium Co Limited,NATIONALUM,6364
Info Edge (I) Limited,NAUKRI,13751
Nava Limited,NAVA,4014
Navin Fluorine Int. Limited,NAVINFLUOR,14672
Navkar Corporation Ltd.,NAVKARCORP,10557
Navkar Urbanstructure Limited,NAVKARURB,29146
Navneet Education Limited,NAVNETEDUL,2385
Nazara Technologies Limited,NAZARA,2987
Nbcc (India) Limited,NBCC,31415
N.B.I. Ind. Fin. Co. Limited,NBIFIN,19111
Ncc Limited,NCC,2319
Ncl Industries Limited,NCLIND,14490
Naga Dhunseri Group Limited,NDGL,18371
Nandan Denim Limited,NDL,31258
Ndr Auto Components Limited,NDRAUTO,22255
Ndtv Limited,NDTV,11427
North East Carry Corp Limited,NECCLTD,13522
Nectar Lifesciences Ltd.,NECLIFE,11927
Nelcast Limited,NELCAST,14761
Nelco Limited,NELCO,2388
Neogen Chemicals Limited,NEOGEN,9917
