CompanyName,Symbol,SECURITY_ID
Nesco Ltd.,NESCO,15409
Nestle India Limited,NESTLEIND,17963
Netweb Tech India Limited,NETWEB,17433
Network18 Media & Inv Limited,NETWORK18,14111
Neuland Lab Ltd.,NEULANDLAB,2406
Newgen Software Tech Limited,NEWGEN,1164
Next Mediaworks Limited,NEXTMEDIA,9867
National Fert. Limited,NFL,13925
Nakoda Group of Ind. Limited,NGIL,5401
Ngl Fine Chem Limited,NGLFINE,10277
Narayana Hrudayalaya Ltd.,NH,11840
Nhpc Limited,NHPC,17400
The New India Assu Co Limited,NIACL,399
Nibe Limited,NIBE,29487
Nrb Indus. Bearings Ltd.,NIBL,29733
Niit Limited,NIITLTD,11522
Niit Learning Systems Limited,NIITMTS,17747
Nila Infrastructures Limited,NILAINFRA,9253
Nilkamal Limited,NILKAMAL,2421
Nintec Systems Limited,NINSYS,14194
Indo-National Limited,NIPPOBATRY,6782
Niraj Cement Struc Limited,NIRAJ,255
Niraj Ispat Ind Limited,NIRAJISPAT,18840
Nitco Limited,NITCO,13300
Nitin Spinners Limited,NITINSPIN,13175
Nitiraj Engineers Limited,NITIRAJ,3247
Niva Bupa Health Ins Co L,NIVABUPA,27097
Nk Industries Limited,NKIND,2439
Nlc India Limited,NLCINDIA,8585
Nmdc Ltd.,NMDC,15332
Nocil Limited,NOCIL,2442
Noida Toll Bridge Co Limited,NOIDATOLL,10786
Northern Arc Capital Limited,NORTHARC,25426
Nova Agritech Limited,NOVAAGRI,22477
Network People Srv Tech L,NPST,756324
N R Agarwal Inds Limited,NRAIL,20314
Nrb Bearing Limited,NRBBEARING,7553
Nupur Recyclers Limited,NRL,13675
Nalwa Sons Investment Limited,NSIL,11239
Nmdc Steel Limited,NSLNISP,14180
Ntpc Limited,NTPC,11630
Ntpc Green Energy Limited,NTPCGREEN,27176
Nucleus Software Exports,NUCLEUS,10791
Nuvama Wealth Manage Limited,NUVAMA,18721
Nuvoco Vistas Corp Limited,NUVOCO,5426
Fsn E Commerce Ventures,NYKAA,6545
Oriental Aromatics Limited,OAL,10768
Orissa Bengal Carrier Limited,OBCL,8797
Oberoi Realty Limited,OBEROIRLTY,20242
Occl Limited,OCCLLTD,25918
Oracle Fin Serv Soft Ltd.,OFSS,10738
Oil India Limited,OIL,17438
Oil Country Tubular Limited,OILCOUNTUB,2472
Olectra Greentech Limited,OLECTRA,10637
Omax Autos Limited,OMAXAUTO,10922
Omaxe Limited,OMAXE,14853
Om Freight Forwarders Limited,OMFREIGHT,759411
Om Infra Limited,OMINFRAL,24231
One Point One Sol Limited,ONEPOINT,9939
Onesource Specl Pharma L,ONESOURCE,29224
Oil & Natural Gas Corp.,ONGC,2475
Onmobile Global Ltd.,ONMOBILE,15278
Onward Technologies Limited,ONWARDTEC,2481
Optiemus Infracom Limited,OPTIEMUS,21469
Orbit Exports Limited,ORBTEXP,31475
Orchid Pharma Limited,ORCHPHARMA,926
Oriental Trimex Limited,ORIENTALTL,14346
Orient Bell Limited,ORIENTBELL,14278
Orient Cement Ltd.,ORIENTCEM,30089
Orient Ceratech Limited,ORIENTCER,13111
Orient Electric Limited,ORIENTELEC,2972
Orient Hotels Limited,ORIENTHOT,2493
Orient Press Limited,ORIENTLTD,18208
Orient Paper & Inds Limited,ORIENTPPR,2496
Orient Technologies Limited,ORIENTTECH,24961
Orissa Min Dev Co Limited,ORISSAMINE,19931
Orkla India Limited,ORKLAINDIA,759569
Ortin Global Limited,ORTINGLOBE,2979
Oswal Agro Mills Limited,OSWALAGRO,2514
Oswal Greentech Limited,OSWALGREEN,471
Oswal Pumps Limited,OSWALPUMPS,756802
Shreeoswal S & Che Limited,OSWALSEEDS,14305
Pace Digitek Limited,PACEDIGITK,759342
Page Industries Limited,PAGEIND,14413
Paisalo Digital Limited,PAISALO,25468
Pakka Limited,PAKKA,17197
Palash Securities Limited,PALASHSECU,21383
Panacea Biotec Limited,PANACEABIO,4055
Panama Petrochem Limited,PANAMAPET,25392
Pansari Developers Limited,PANSARI,6141
Par Drugs & Chem Limited,PAR,5631
Paramount Comm Limited,PARACABLES,13951
Paradeep Phosphates Limited,PARADEEP,9741
Parag Milk Foods Ltd.,PARAGMILK,17130
Paras Def & Spce Tech L,PARAS,5911
Paras Petrofils Ltd.,PARASPETRO,3972
Parkhotels,PARKHOTELS,22649
Parsvnath Developer Limited,PARSVNATH,13791
Pashupati Cotspin Limited,PASHUPATI,757955
Pasupati Acrylon Limited,PASUPTAC,6045
Patanjali Foods Limited,PATANJALI,17029
Patel Engineering Ltd.,PATELENG,11699
Patel Retail Limited,PATELRMART,759439
Patel Int. Log. Limited,PATINTLOG,15219
Paushak Limited,PAUSHAKLTD,759969
Pavna Industries Limited,PAVNAIND,16192
One 97 Communications Limited,PAYTM,6705
Pcbl Chemical Limited,PCBL,2649
Pc Jeweller Limited,PCJEWELLER,29124
Pudumjee Paper Pro. Limited,PDMJEPAPER,15377
Pds Limited,PDSL,5264
Pearl Polymers Limited,PEARLPOLY,2610
Pennar Industries Limited,PENIND,20621
Peninsula Land Limited,PENINLAND,2256
Persistent Systems Limited,PERSISTENT,18365
Petronet Lng Limited,PETRONET,11351
Power Fin Corp Ltd.,PFC,14299
Pfizer Limited,PFIZER,2643
Prime Focus Limited,PFOCUS,13496
Ptc India Fin Serv Limited,PFS,22602
Pg Electroplast Limited,PGEL,25358
P&G Hygiene & Health Care,PGHH,2535
Procter & Gamble Health L,PGHL,940
Pearl Global Ind Limited,PGIL,14260
The Phoenix Mills Limited,PHOENIXLTD,14552
Piccadily Agro Industri L,PICCADIL,757754
Pidilite Industries Limited,PIDILITIND,2664
Pi Industries Limited,PIIND,24184
Pilani Inv & Ind Cor Limited,PILANIINVS,11445
Pil Italica Lifestyle Limited,PILITA,30835
Pine Labs Limited,PINELABS,759820
Pioneer Embroideries Limited,PIONEEREMB,13463
Piramal Finance Limited,PIRAMALFIN,759551
Pitti Engineering Limited,PITTIENG,14134
Pix Transmissions Limited,PIXTRANS,9087
Plastiblends India Limited,PLASTIBLEN,13920
Platinum Industries Limited,PLATIND,22930
Plaza Wires Limited,PLAZACABLE,19458
Punjab National Bank,PNB,10666
Pnb Gilts Limited,PNBGILTS,8736
Pnb Housing Fin Ltd.,PNBHOUSING,18908
Pnc Infratech Ltd.,PNCINFRA,9385
P N Gadgil Jewellers Limited,PNGJL,25312
Pondy Oxides & Chem Limited,POCL,14385
Poddar Pigments Limited,PODDARMENT,19036
Pokarna Limited,POKARNA,17651
Pb Fintech Limited,POLICYBZR,6656
Polycab India Limited,POLYCAB,9590
Poly Medicure Limited,POLYMED,25718
Polyplex Corporation Limited,POLYPLEX,2687
Ponnie Sugars (Erode) Limited,PONNIERODE,10661
Poonawalla Fincorp Limited,POONAWALLA,11403
Power Grid Corp. Ltd.,POWERGRID,14977
Hitachi Energy India Limited,POWERINDIA,18457
Power Mech Projects Ltd.,POWERMECH,10473
Ppap Automotive Limited,PPAP,15209
Prakash Pipes Limited,PPL,10297
Piramal Pharma Limited,PPLPHARMA,11571
Prabha Energy Limited,PRABHA,30134
Praj Industries Limited,PRAJIND,2705
Prakash Industries Limited,PRAKASH,2708
Prakash Steelage Limited,PRAKASHSTL,19599
Precision Camshafts Ltd.,PRECAM,12603
Precot Limited,PRECOT,2711
Precision Wires India Limited,PRECWIRE,2717
Premier Explosives Limited,PREMEXPLN,17397
Premier Energies Limited,PREMIERENE,25049
Premier Polyfilm Limited,PREMIERPOL,3908
Prestige Estate Limited,PRESTIGE,20302
Pricol Limited,PRICOLLTD,19631
Prime Securities Limited,PRIMESECU,11864
Primo Chemicals Limited,PRIMO,756925
Prince Pipes Fittings Limited,PRINCEPIPE,16045
Priti International Limited,PRITI,8304
Pritika Auto Indus Limited,PRITIKAUTO,5292
Privi Speciality Che Limited,PRIVISCL,8825
Prostarm Info Systems Limited,PROSTARM,758173
Protean Egov Techno Limited,PROTEAN,29472
Prism Johnson Limited,PRSMJOHNSN,2739
Prudent Corp Adv Ser Limited,PRUDENT,9553
Prudential Sugar Corporat,PRUDMOULI,20527
Punjab & Sind Bank,PSB,21001
Psp Projects Limited,PSPPROJECT,20877
Ptc India Limited,PTC,11355
Ptc Industries Limited,PTCIL,16682
Ptl Enterprises Limited,PTL,14101
Punjab Chem & Crop Prot L,PUNJABCHEM,4344
Puravankara Limited,PURVA,14922
Pvr Inox Limited,PVRINOX,13147
Popular Vehicles N Ser L,PVSL,23142
Physicswallah Limited,PWL,759723
Pyramid Technoplast Limited,PYRAMID,18250
Quality Power Elec Equp L,QPOWER,29711
Quadrant Future Tek Limited,QUADFUTURE,29087
Quess Corp Limited,QUESS,17704
Quick Heal Tech Limited,QUICKHEAL,13116
Race Eco Chain Limited,RACE,15391
Racl Geartech Limited,RACLGEAR,27171
Radaan Mediaworks (I) Limited,RADAAN,10932
Radhika Jeweltech Limited,RADHIKAJWE,10343
Radiant Cash Mgmt Ser Limited,RADIANTCMS,13580
Radico Khaitan Limited,RADICO,10990
Music Broadcast Limited,RADIOCITY,19877
Railtel Corp of Ind Limited,RAILTEL,2431
Rain Industries Limited,RAIN,15337
Rainbow Childrens Med Limited,RAINBOW,9408
Rajesh Exports Limited,RAJESHEXPO,7401
Rajnandini Metal Limited,RAJMET,2168
Rajoo Engineers Limited,RAJOOENG,757049
Rajratan Global Wire Limited,RAJRATAN,18962
Rajshree Sugar & Chemical,RAJSREESUG,2809
Raj Tv Network Limited,RAJTV,14403
Rallis India Limited,RALLIS,2816
Shree Rama Newsprint Limited,RAMANEWS,13565
Rama Phosphates Limited,RAMAPHO,10568
Rama Steel Tubes Limited,RAMASTEEL,10300
The Ramco Cements Limited,RAMCOCEM,2043
Ramco Industries Limited,RAMCOIND,4587
Ramco Systems Ltd.,RAMCOSYS,7851
Ramky Infra Limited,RAMKY,20134
Ram Ratna Wires Limited,RAMRAT,10485
Rana Sugars Ltd.,RANASUG,2837
Rane Holdings Limited,RANEHOLDIN,2844
Rategain Travel Techn Limited,RATEGAIN,7177
Ratnamani Met & Tub Ltd.,RATNAMANI,13451
Ratnaveer Precision Eng L,RATNAVEER,18423
Raymond Limited,RAYMOND,2859
Raymond Lifestyle Limited,RAYMONDLSL,25073
Raymond Realty Limited,RAYMONDREL,758551
Restaurant Brand Asia Limited,RBA,1494
Rbl Bank Limited,RBLBANK,18391
Rbz Jewellers Limited,RBZJEWEL,20874
Rashtriya Chemicals & Fer,RCF,2866
Rec Limited,RECLTD,15355
Redington Limited,REDINGTON,14255
Redtape Limited,REDTAPE,17859
Refex Industries Limited,REFEX,17764
Regaal Resources Limited,REGAAL,758680
Regency Ceramics Ltd.,REGENCERAM,4130
Relaxo Foot Ltd.,RELAXO,24225
Reliance Chemotex Ind Limited,RELCHEMQ,9652
Reliance Industries Limited,RELIANCE,2885
Religare Enter. Ltd.,RELIGARE,15068
Ravindra Energy Limited,RELTD,24596
Remsons Industries Limited,REMSONSIND,3965
Shree Renuka Sugars Limited,RENUKA,12026
Repco Home Finance Limited,REPCOHOME,29598
Rudrabhishek Enterp Limited,REPL,1480
Repro India Limited,REPRO,13126
Responsive Industries Limited,RESPONIND,20323
Jhs Svendgaard Retail V L,RETAIL,24145
Renaissance Global Limited,RGL,15129
Rhetan Tmt Limited,RHETAN,759062
Rhi Magnesita India Limited,RHIM,31163
Robust Hotels Limited,RHL,15157
Rico Auto Industries Limited,RICOAUTO,2909
Reliance Industrial Infra,RIIL,2912
Ritco Logistics Limited,RITCO,8944
Rites Limited,RITES,3761
Ravi Kumar Dist. Ltd.,RKDL,20950
Rkec Projects Limited,RKEC,1547
Ramkrishna Forgings Limited,RKFORGE,11411
R K Swamy Limited,RKSWAMY,23043
R M Drip & Sprink Sys Limited,RMDRIP,757834
Rane (Madras) Limited,RML,11975
R&B Denims Limited,RNBDENIMS,758981
Royal Orchid Hotels Limited,ROHLTD,13182
Rolex Rings Limited,ROLEXRINGS,5279
Rollatainers Limited,ROLLT,19104
Raj Oil Mills Limited,ROML,359
Rossari Biotech Limited,ROSSARI,19410
Rossell India Limited,ROSSELLIND,28913
Rossell Techsys Limited,ROSSTECH,27353
Roto Pumps Limited,ROTO,9049
Route Mobile Limited,ROUTE,128
Raghav Productivity Enh L,RPEL,24735
Rpg Life Sciences Limited,RPGLIFE,16725
Reliance Power Ltd.,RPOWER,15259
R.P.P Infra Projects Limited,RPPINFRA,20760
Rajshree Polypack Limited,RPPL,6913
Rpsg Ventures Limited,RPSGVENT,8119
Rashi Peripherals Limited,RPTECH,22670
R R Kabel Limited,RRKABEL,18566
R. S. Software (India) Li,RSSOFTWARE,6429
Rswm Limited,RSWM,2794
R Sys International Limited,RSYSTEMS,13414
Rattanindia Ent Limited,RTNINDIA,27297
Rattanindia Power Limited,RTNPOWER,17520
Rubfila International Limited,RUBFILA,24730
Rubicon Research Limited,RUBICON,759316
The Ruby Mills Limited,RUBYMILLS,2939
Ruchi Infrastructure Limited,RUCHINFRA,4566
Ruchira Papers Limited,RUCHIRA,13821
Rupa & Company Limited,RUPA,25724
Rushil Decor Limited,RUSHIL,24595
Keystone Realtors Limited,RUSTOMJEE,12219
Rail Vikas Nigam Limited,RVNL,9552
Revathi Equipment India L,RVTH,25157
S&S Power Switchgears Limited,S&SPOWER,2951
Saatvik Green Energy Limited,SAATVIKGL,759057
Sri Adhikari Bro Tele N L,SABTNL,23365
Sadbhav Engineering Limited,SADBHAV,13236
Sadbhav Infra Proj Ltd.,SADBHIN,10618
Safari Ind (India) Limited,SAFARI,13035
Sagardeep Alloys Limited,SAGARDEEP,8175
Sagar Cements Limited,SAGCEM,14068
Sagility Limited,SAGILITY,27052
Sahyadri Industries Limited,SAHYADRI,14900
Steel Authority of India,SAIL,2963
Sai Life Sciences Limited,SAILIFE,27839
Sakar Healthcare Limited,SAKAR,9539
Sakthi Sugars Limited,SAKHTISUG,2969
Saksoft Limited,SAKSOFT,11794
Sakuma Exports Limited,SAKUMA,13251
Salasar Techno Engg. Ltd.,SALASAR,21362
Salona Cotspin Ltd.,SALONA,17351
Salzer Electronics Limited,SALZERELEC,11399
Sambhv Steel Tubes Limited,SAMBHV,757767
Samhi Hotels Limited,SAMHI,18614
Sammaan Capital Limited,SAMMAANCAP,30125
Sampann Utpadan India Limited,SAMPANN,27303
Sanathan Textiles Limited,SANATHAN,28805
Sandesh Limited,SANDESH,2988
Sandhar Technologies Limited,SANDHAR,2397
Sandur Mang & Iron Ores L,SANDUMA,18359
Sangam (India) Limited,SANGAMIND,4184
Sanghi Industries Limited,SANGHIIND,2997
Sanghvi Movers Limited,SANGHVIMOV,14058
Sanginita Chemicals Limited,SANGINITA,11032
Sanofi India Limited,SANOFI,1442
Sanofi Cons Healthc Ind L,SANOFICONR,25222
Sansera Engineering Limited,SANSERA,5751
Sanstar Limited,SANSTAR,24582
Sapphire Foods India Limited,SAPPHIRE,6718
Sarda Energy & Min Limited,SARDAEN,17758
Saregama India Limited,SAREGAMA,4892
Sarla Perf. Fibers Limited,SARLAPOLY,14043
Sarveshwar Foods Limited,SARVESHWAR,12913
Sasken Technologies Limited,SASKEN,11983
Sastasundar Ventures Limited,SASTASUNDR,20063
Satia Industries Limited,SATIA,11045
Satin Credit Net Limited,SATIN,10453
Saurashtra Cement Limited,SAURASHCEM,3018
Sbc Exports Limited,SBC,6792
Shivalik Bimetal Con. Limited,SBCL,4656
Sbfc Finance Limited,SBFC,18026
Suratwwala Bus Group Limited,SBGLP,14139
Sbi Cards & Pay Ser Limited,SBICARD,17971
Sbi Life Insurance Co Limited,SBILIFE,21808
State Bank of India,SBIN,3045
Schaeffler India Limited,SCHAEFFLER,1011
S Chand & Company Limited,SCHAND,20698
Schneider Electric Infra,SCHNEIDER,31234
Shipping Corp of India Lt,SCI,3048
Shipping Corp of Ila Limited,SCILAL,23127
Scoda Tubes Limited,SCODATUBES,757478
Sheetal Cool Products Limited,SCPL,12072
Som Dist & Brew Limited,SDBL,1338
Seamec Limited,SEAMECLTD,2616
Secmark Consultancy Limited,SECMARK,19496
Semac Construction Limited,SEMAC,11961
Senco Gold Limited,SENCO,17271
Senores Pharmaceuticals L,SENORES,28888
Sepc Limited,SEPC,15308
Sequent Scientific Ltd.,SEQUENT,14296
Servotech Ren Pow Sys Limited,SERVOTECH,5507
Seshasayee Paper & Boards,SESHAPAPER,3066
Setco Automotive Limited,SETCO,17514
Sheela Foam Limited,SFL,19184
Sg Finserve Limited,SGFIN,758853
Synergy Green Ind. Limited,SGIL,5114
Stl Global Limited,SGL,13367
Standard Glass Lin Tech L,SGLTL,29075
Sg Mart Limited,SGMART,758889
Shah Metacorp Limited,SHAH,20296
Shah Alloys Limited,SHAHALLOYS,11856
Shaily Eng Plastics Limited,SHAILY,8727
Shakti Pumps (I) Limited,SHAKTIPUMP,25574
Shalby Limited,SHALBY,714
Shalim Paints Limited,SHALPAINTS,15342
Shankara Bldg Product Limited,SHANKARA,20321
Shanti Overseas India Limited,SHANTI,5650
Shanthi Gears Limited,SHANTIGEAR,3078
Shanti Gold Internation L,SHANTIGOLD,758002
Sharda Cropchem Ltd.,SHARDACROP,4992
Sharda Motor Inds Limited,SHARDAMOTR,10530
Share Ind. Securities Limited,SHAREINDIA,104
Shekhawati Industries Limited,SHEKHAWATI,21095
Shemaroo Enter. Ltd.,SHEMAROO,5068
Shilchar Technologies Limited,SHILCTECH,759847
Shilpa Medicare Limited,SHILPAMED,17752
Shivalik Rasayan Limited,SHIVALIK,7016
Shivam Auto.Ltd,SHIVAMAUTO,13756
Shiva Mills Limited,SHIVAMILLS,1497
Shiva Texyarn Limited,SHIVATEX,804
Shiv Aum Steels Limited,SHIVAUM,759747
S H Kelkar & Co. Ltd.,SHK,11212
Shoppers Stop Limited,SHOPERSTOP,11813
Shradha Infraprojects Limited,SHRADHA,708
Shree Digvijay Cem Co Limited,SHREDIGCEM,3099
Shree Cement Limited,SHREECEM,3103
Shreeji Shipping Global L,SHREEJISPG,759448
Shre Push Chem & Fert Limited,SHREEPUSHK,10588
Shrenik Limited,SHRENIK,11149
Shreyans Industries Limited,SHREYANIND,3126
Shringar Hou of Mangals L,SHRINGARMS,759093
Shriram Pist. & Ring Limited,SHRIPISTON,17186
Shriram Finance Limited,SHRIRAMFIN,4306
Shriram Properties Limited,SHRIRAMPPS,7200
Shyam Century Ferrous Limited,SHYAMCENT,10188
Shyam Metalics & Engy L,SHYAMMETL,4693
Shyam Telecom Limited,SHYAMTEL,13740
Siemens Limited,SIEMENS,3150
Sigachi Industries Limited,SIGACHI,6663
Signet Industries Limited,SIGIND,4522
Signatureglobal India Limited,SIGNATURE,18743
Signpost India Limited,SIGNPOST,22656
Standard Industries Ltd.,SIL,11297
Sil Investments Limited,SILINV,4105
Silver Touch Techno Limited,SILVERTUC,9422
Simplex Infrastructures L,SIMPLEXINF,3162
Sinclairs Hotels Limited,SINCLAIR,23480
Sindhu Trade Links Limited,SINDHUTRAD,16859
Sintercom India Limited,SINTERCOM,381
Sirca Paint India Limited,SIRCA,11050
Sis Limited,SIS,21501
Siyaram Silk Mills Limited,SIYSIL,14096
Sjs Enterprises Limited,SJS,6643
Sjvn Limited,SJVN,18883
Skf India Limited,SKFINDIA,3186
Skipper Limited,SKIPPER,9428
Skm Egg Prod Export(I) Lt,SKMEGGPROD,4732
Sky Gold & Diamonds Limited,SKYGOLD,13631
Smartlink Holdings Limited,SMARTLINK,9889
Smartworks Coworking Sp L,SMARTWORKS,757965
Smc Global Securities Limited,SMCGLOBAL,2320
Sml Mahindra Limited,SMLMAH,3387
Sarthak Metals Limited,SMLT,6843
Sms Pharmaceuticals Ltd.,SMSPHARMA,14329
Snowman Logistics Ltd.,SNOWMAN,4843
Sobha Limited,SOBHA,13826
Softtech Engineers Limited,SOFTTECH,8266
Solara Active Pha Sci Limited,SOLARA,3672
Solar Industries (I) Limited,SOLARINDS,13332
Solarworld Energy Sol Limited,SOLARWORLD,759929
Solex Energy Limited,SOLEX,759397
Somany Ceramics Limited,SOMANYCERA,3880
Somi Conveyor Belt. Ltd.,SOMICONVEY,17794
Sona Blw Precision Frgs L,SONACOMS,4684
Sonam Limited,SONAMLTD,8806
Sonata Software Limited,SONATSOFTW,6596
Savita Oil Technolo. Limited,SOTL,3021
The South Indian Bank Limited,SOUTHBANK,5948
South West Pinnacle Limited,SOUTHWEST,9678
S. P. Apparels Limited,SPAL,18252
Spandana Sphoorty Fin Limited,SPANDANA,11435
Sun Pharma Adv.Res.Co.Ltd,SPARC,14788
Speciality Rest Limited,SPECIALITY,27107
Spectrum Electric Ind Limited,SPECTRUM,30455
Spencer S Retail Limited,SPENCERS,8163
Spic Limited,SPIC,3252
Spl Industries Limited,SPLIL,11935
Supreme Petrochem Limited,SPLPETRO,9617
Spml Infra Limited,SPMLINFRA,3321
Sportking India Limited,SPORTKING,10733
Sreeleathers Limited,SREEL,31837
Srf Limited,SRF,3273
Srg Housing Finance L,SRGHFL,18119
Sree Rayalseema Hhp Ltd.,SRHHYPOLTD,14582
Srm Contractors Limited,SRM,23402
Saraswati Saree Depot Limited,SSDL,24856
Steel Strips Wheels Ltd.,SSWL,11829
Stanley Lifestyles Limited,STANLEY,24226
Strides Pharma Sci Limited,STAR,7374
Star Cement Limited,STARCEMENT,21091
Star Health & Al Ins Co L,STARHEALTH,7083
Star Paper Mills Limited,STARPAPER,3291
Starteck Finance Limited,STARTECK,9305
The State Trading Corpn,STCINDIA,10948
Steelcast Limited,STEELCAS,6803
Steel City Securities Limited,STEELCITY,10406
Steel Exchange India Limited,STEELXIND,21339
Stel Holdings Limited,STEL,21484
Sterling Tools Limited,STERTOOLS,4299
Stl Networks Limited,STLNETWORK,758958
Sterlite Technologies Limited,STLTECH,9309
Stove Kraft Limited,STOVEKRAFT,2107
Studds Accessories Limited,STUDDS,759587
Seshaasai Technologies L,STYL,759934
Stylam Industries Limited,STYLAMIND,5186
Baazar Style Retail Limited,STYLEBAAZA,25114
Styrenix Performance Limited,STYRENIX,19
Subex Limited,SUBEXLTD,967
Subros Limited,SUBROS,3324
Sudarshan Chemical Inds L,SUDARSCHEM,3327
Sudeep Pharma Limited,SUDEEPPHRM,760039
Sukhjit Starch & Chem Limited,SUKHJITS,11804
Sula Vineyards Limited,SULA,13218
Sumitomo Chem India Limited,SUMICHEM,17105
Sumit Woods Limited,SUMIT,11140
Summit Securities Limited,SUMMITSEC,21275
Sundaram Clayton Limited,SUNCLAY,20956
Sundaram Multi Pap Limited,SUNDARAM,18931
Sundaram Finance Limited,SUNDARMFIN,3339
Sundaram Brak Linings Limited,SUNDRMBRAK,4179
Sundram Fasteners Limited,SUNDRMFAST,3345
Sundrop Brands Limited,SUNDROP,1663
Sunflag Iron & Steel Co,SUNFLAG,3348
Sun Pharmaceutical Ind L,SUNPHARMA,3351
Sunteck Realty Limited,SUNTECK,17641
Sun Tv Network Limited,SUNTV,13404
Superhouse Limited,SUPERHOUSE,20616
Super Spinning Mills Limited,SUPERSPIN,3357
Suprajit Engineering Limited,SUPRAJIT,11689
Supreme Holdin N Hosp I L,SUPREME,29439
Supreme Industries Limited,SUPREMEIND,3363
Supriya Lifescience Limited,SUPRIYA,7390
Suraj Estate Developers L,SURAJEST,20822
Suraj Limited,SURAJLTD,24966
Suraksha Diagnostic Limited,SURAKSHA,27334
Surana Solar Limited,SURANASOL,21077
Surana Telecom & Pow Lt,SURANAT&P,10700
Suryalakshmi Cot Mil Limited,SURYALAXMI,11852
Surya Roshni Limited,SURYAROSNI,3375
Suryoday Small Fin Bk Limited,SURYODAY,2970
Sutlej Text & Indus Limited,SUTLEJTEX,13801
Suven Life Sciences Limited,SUVEN,11233
Suvidhaa Infoserve Limited,SUVIDHAA,2998
Suyog Telematics Limited,SUYOG,24851
Suzlon Energy Limited,SUZLON,12018
Shree Vasu Logistics Limited,SVLL,15121
Swan Corp Limited,SWANCORP,27095
Swaraj Engines Limited,SWARAJENG,3384
Swelect Energy Sys Limited,SWELECTES,11909
Swiggy Limited,SWIGGY,27066
Strlng & Wil Ren Ene Limited,SWSOLAR,12489
Symphony Limited,SYMPHONY,24190
Syncom Formu (I) Limited,SYNCOMF,11992
Syngene International Limited,SYNGENE,10243
Syrma Sgs Technology Limited,SYRMA,10793
Systematix Corp Service L,SYSTMTXC,759355
Tainwala Chemical & Pla,TAINWALCHM,3396
Taj Gvk Hotels & Resorts,TAJGVK,9354
Talbros Auto. Comp. Limited,TALBROAUTO,13648
Tanla Platforms Limited,TANLA,13976
Tara Chand Infra Soln Limited,TARACHAND,23512
Tarc Limited,TARC,1581
Trans & Recti. Limited,TARIL,15174
Tarmat Limited,TARMAT,14771
Tarsons Products Limited,TARSONS,6943
Tasty Bite Eatables Limited,TASTYBITE,20092
Tata Capital Limited,TATACAP,759265
Tata Chemicals Limited,TATACHEM,3405
Tata Communications Limited,TATACOMM,3721
Tata Consumer Product Limited,TATACONSUM,3432
Tata Elxsi Limited,TATAELXSI,3411
Tata Investment Corp Limited,TATAINVEST,1621
Tata Power Co Limited,TATAPOWER,3426
Tata Steel Limited,TATASTEEL,3499
Tata Technologies Limited,TATATECH,20293
Tatva Chin Pharm Chem Limited,TATVA,5162
Tbo Tek Limited,TBOTEK,23740
Trib Bhimji Zaveri Limited,TBZ,27037
Transport Corpn of India,TCI,10580
Tci Express Limited,TCIEXP,19223
Tci Finance Limited,TCIFINANCE,4771
Tcpl Packaging Limited,TCPLPACK,184
Tata Consultancy Serv Lt,TCS,11536
Td Power Systems Ltd.,TDPOWERSYS,25178
Team India Guaranty Limited,TEAMGTY,10717
Teamlease Services Ltd.,TEAMLEASE,12716
Tech Mahindra Limited,TECHM,13538
Techno Elec & Eng Co. Limited,TECHNOE,6445
Tecil Chemicals,TECILCHEM,3453
Tega Industries Limited,TEGA,7105
Tejas Networks Limited,TEJASNET,21131
Tembo Global Ind Limited,TEMBO,3275
Tenneco Clean Air India L,TENNIND,759880
Texmaco Infra & Holdg Limited,TEXINFRA,11549
Texmo Pipe & Products Limited,TEXMOPIPES,18214
Texmaco Rail & Eng. Ltd.,TEXRAIL,21828
Tourism Finance Corp. of,TFCILTD,3466
Transwarranty Fin. Ltd.,TFL,14319
Tgb Banquets&Hotels Limited,TGBHOTELS,14607
Thangamayil Jewellery Limited,THANGAMAYL,18118
The Invest Trust of Ind L,THEINVEST,21427
Thejo Engineering Limited,THEJO,19279
Leela Palaces Hotel Limited,THELEELA,757014
Themis Medicare Ltd.,THEMISMED,14485
Thermax Limited,THERMAX,3475
Thomas Cook (India) Limited,THOMASCOOK,3481
Thomas Scott (India) Limited,THOMASCOTT,31017
Thyrocare Tech Limited,THYROCARE,17032
Tilaknagar Industries Limited,TI,19196
Tiger Logistics (India) L,TIGERLOGS,759176
Technocraft Ind Limited,TIIL,14223
Tube Invest of India Limited,TIINDIA,312
Tijaria Polypipes Limited,TIJARIA,25482
Til Limited,TIL,3484
Time Technoplast Ltd.,TIMETECHNO,14707
Timken India Ltd.,TIMKEN,14198
Tinna Rubber & Infr Limited,TINNARUBR,756020
Tips Films Limited,TIPSFILMS,11374
Tips Music Limited,TIPSMUSIC,9117
Thirumalai Chemicals Limited,TIRUMALCHM,3496
Tirupati Forge Limited,TIRUPATIFL,22282
Titagarh Rail Systems Limited,TITAGARH,15414
Titan Company Limited,TITAN,3506
Tamilnad Merca Bank Limited,TMB,10945
Tata Motors Limited,TMCV,759782
Tata Motors Pass Veh Limited,TMPV,3456
Tamilnadu Petroproducts L,TNPETRO,3509
Tamilnadu Newsprt & Paper,TNPL,3980
Tamilnadu Telecommunicati,TNTELE,3512
Tokyo Plast Intl Limited,TOKYOPLAST,3837
Tolins Tyres Limited,TOLINS,25262
Torrent Pharmaceuticals L,TORNTPHARM,3518
Torrent Power Limited,TORNTPOWER,13786
