timestamp,open,high,low,close,volume,hv,iv
2026-01-23 13:24:00,30.37,30.37,30.37,30.37,26,0.0000,0.0000
2026-01-23 13:29:00,30.40,30.40,30.37,30.37,3,0.3761,0.0000
