timestamp,open,high,low,close,volume,hv,iv
2026-01-23 13:18:00,567.60,567.60,567.60,567.60,1,0.0000,0.0000
2026-01-23 13:28:00,568.00,568.00,567.50,567.50,370,0.1753,0.0000
2026-01-23 13:29:00,568.00,568.00,568.00,568.00,408,0.1916,0.0000
2026-01-23 13:30:00,567.50,567.50,567.50,567.50,279,0.2110,0.0000
