timestamp,open,high,low,close,volume,hv,iv
2026-01-23 13:20:00,228.92,228.92,228.92,228.92,1,0.0000,0.0000
2026-01-23 13:26:00,230.09,230.09,230.09,230.09,296,1.0156,0.0000
