timestamp,open,high,low,close,volume,hv,iv
2026-01-23 13:26:00,64.49,64.49,64.49,64.49,293,0.0000,0.0000
2026-01-23 13:27:00,64.48,64.49,64.48,64.49,602,0.0320,0.0000
2026-01-23 13:28:00,64.49,64.49,64.48,64.49,757,0.0314,0.0000
2026-01-23 13:29:00,64.36,64.42,64.36,64.42,77,0.1765,0.0000
2026-01-23 13:30:00,64.46,64.46,64.46,64.46,284,0.1825,0.0000
